review,rating,sentiment,language
methi paratha tinte bagundi anipinchindi.,5,good,telugu
poha is wonderful.,5,good,english
curry ekdum bekar hai.,1,bad,hindi
chicken bahut ghatiya hai.,1,bad,hindi
Ivattu curry chennagilla.,2,bad,kannada
bhojanam bekar.,1,bad,kannada
"hated the chapati, it was horrible.",3,bad,english
mess is horrible.,1,bad,english
sabzi lajawab hai.,4,good,hindi
poha ganda lagya.,1,bad,punjabi
aaj aloo gobi att si.,4,good,punjabi
aaj pickle ganda si.,2,bad,punjabi
I had a disgusting chicken.,2,bad,english
paratha nodoke waste.,2,bad,kannada
I had a outstanding naan.,5,good,english
pulao ghaint lagya.,4,good,punjabi
poha sahi hai hai.,5,good,hindi
Ivattu chapati ruchi illa.,1,bad,kannada
oota nodoke super agide.,5,good,kannada
bhojanam chandalanga undi.,2,bad,telugu
dinner bekaar hai.,2,bad,punjabi
pulao kha ke fuddu feel hoya.,2,bad,punjabi
chapati was absolutely outstanding.,5,good,english
curd was absolutely unpleasant.,1,bad,english
"loved the butter chicken, it was lovely.",5,good,english
chicken asalu baledu.,1,bad,telugu
bhojanam chala baledu.,1,bad,telugu
"loved the puri, it ws fantastic.",5,good,english
butter chicken nodoke chennagide.,5,good,kannada
soup matram keka.,5,good,telugu
idli kha ke mood kharab.,2,bad,hindi
aaj ka sabzi ek number tha.,5,good,hindi
I had a lovely dosa.,5,good,english
"Hated the staff, it was disgusting.",3,bad,english
palak paneer asalu asalu baledu.,1,bad,telugu
khichdi jama swaad ni hai.,1,bad,punjabi
puri nodoke chennagilla.,3,bad,kannada
pulao tumba waste.,2,bad,kannada
vada kha ke maada feel hoya.,1,bad,punjabi
such a fantastic vada.,5,good,english
dosa matram kirrak.,5,good,telugu
aaj ka curd kharaab tha.,1,bad,hindi
eeroju paneer chala baledu.,1,bad,telugu
aaj mushroom masala fuddu si.,1,bad,punjabi
Ivattu oota thu.,1,bad,kannada
baingan bharta nodoke ruchi agide.,5,good,kannada
Eeroju lunch chetta.,1,bad,telugu
really gross mess.,1,bad,english
biryani matram bagundi.,5,good,telugu
paneer ekdum khatam hai.,2,bad,hindi
bhojanam jama khatam hai.,1,bad,punjabi
roti jama bakwaas hai.,1,bad,punjabi
aaj ka chole kharaab tha.,1,bad,hindi
naan nodoke tumba chennagide.,5,good,kannada
biryani mazza aa gaya hai.,5,good,punjabi
upma kha ke mood kharab.,3,bad,hindi
baingan bharta chala baga chesaru.,5,good,telugu
paratha ruchi ga undi.,5,good,telugu
rice jama bekar hai.,1,bad,punjabi
butter chicken not good hai.,1,bad,hindi
rajma bekar hai.,1,bad,hindi
aaj chapati ganda si.,2,bad,punjabi
the biryani was perfect.,5,good,english
sambar ekdum mast hai.,4,good,hindi
breakfast ekdum not good hai.,1,bad,hindi
aaj idli ganda si.,1,bad,punjabi
The chole tasted amazing.,4,good,english
Eeroju sambar chala bagundi.,5,good,telugu
sabzi keka.,5,good,kannada
chutney keka.,5,good,telugu
curry bahut kharaab hai.,2,bad,hindi
the place was great.,4,good,english
Eeroju curry bagundi.,5,good,telugu
pulao full super agide.,5,good,kannada
sambar kha ke mood kharab.,1,bad,hindi
kadai chicken tinte excellent ga undi anipinchindi.,5,good,telugu
naan was absolutely nice.,5,good,english
idli tinte waste anipinchindi.,2,bad,telugu
curd tumba keka.,4,good,kannada
chole keka.,4,good,kannada
palak paneer ruchi agide.,4,good,kannada
aaj baingan bharta bakwaas si.,2,bad,punjabi
fish curry kha ke maza aa gaya.,5,good,hindi
sabzi mast hai.,5,good,hindi
aloo gobi tinte keka anipinchindi.,5,good,telugu
mushroom masala bahut swadisht hai.,4,good,hindi
"loved the mushroom masala, it was delicious.",4,good,english
dessert nodoke sari illa.,1,bad,kannada
puri nodoke sakath.,4,good,kannada
ivattu dessert bekar.,1,bad,kannada
fish curry kha ke swaad feel hoya.,5,good,punjabi
rajma bahut jhakaas hai.,5,good,hindi
The staff was terrible.,3,bad,english
breakfast lajawab hai.,5,good,hindi
The dal makhani was op.,5,good,english
aloo gobi kha ke bekaar feel hoya.,1,bad,punjabi
puri kha ke bekaar feel hoya.,1,bad,punjabi
fish curry matram kirrak.,4,good,telugu
poha mazza aa gaya lagya.,5,good,punjabi
idli tinte baledu anipinchindi.,1,bad,telugu
I had a pathetic chicken.,1,bad,english
Really disgusting chapati.,1,bad,english
baingan bharta matram keka.,5,good,telugu
salad is bad.,2,bad,english
eeroju chapati ruchi ledu.,1,bad,telugu
uttapam ekdum jhakaas hai.,5,good,hindi
paratha kha ke fuddu feel hoya.,3,bad,punjabi
aaj ka butter chicken bekaar tha.,2,bad,hindi
vada nodoke chennagide.,5,good,kannada
dinner full tumba chennagide.,4,good,kannada
paratha matram excellent ga undi.,5,good,telugu
khana lajawab hai.,5,good,hindi
Eeroju oota bagundi.,5,good,telugu
Such a great dal makhani.,5,good,english
meal kha ke mood kharab.,2,bad,hindi
bhojanam nodoke tumba chennagide.,4,good,kannada
paratha khatam hai.,3,bad,punjabi
aaj ka sambar bekaar tha.,2,bad,hindi
roti jama bakwaas hai.,1,bad,punjabi
ivattu biryani super agide.,5,good,kannada
aaj butter chicken swaad ni si.,2,bad,punjabi
idli kha ke bekar feel hoya.,1,bad,punjabi
methi paratha is tasty.,5,good,english
sambar chala ruchi ga undi.,5,good,telugu
butter chicken asalu ruchi ledu.,1,bad,telugu
meal att hai.,5,good,punjabi
pickle chala super.,5,good,telugu
paratha jama bekaar hai.,2,bad,punjabi
rice chala keka.,4,good,telugu
egg curry bahut vadiya lagya.,5,good,punjabi
breakfast nodoke sakath.,5,good,kannada
butter chicken ganda hai.,3,bad,punjabi
sambar baledu.,3,bad,telugu
ivattu poha super agide.,4,good,kannada
bhojanam asalu asalu baledu.,1,bad,telugu
"Hated the fish curry, it was terrible.",2,bad,english
mixed veg tinte chala bagundi anipinchindi.,4,good,telugu
sambar jama swaad ni hai.,1,bad,punjabi
raita kha ke bekaar feel hoya.,1,bad,punjabi
kadai chicken tinte chala bagundi anipinchindi.,5,good,telugu
dal makhani adhurs.,5,good,telugu
salad mazza aa gaya lagya.,4,good,punjabi
chapati bahut kharaab hai.,2,bad,hindi
butter chicken chennagilla.,1,bad,kannada
Eeroju dal makhani keka.,4,good,telugu
dosa asalu baledu.,2,bad,telugu
meal bombat.,5,good,kannada
i had a awful quality.,1,bad,english
sabzi kha ke bahut vadiya feel hoya.,5,good,punjabi
eeroju sabzi excellent ga undi.,5,good,telugu
The chapati was terrible.,1,bad,english
The kadai chicken was pathetic.,1,bad,english
curd maada hai.,2,bad,punjabi
dal makhani full tumba chennagide.,5,good,kannada
ivattu naan ruchi agide.,5,good,kannada
egg curry full sakath.,4,good,kannada
the khichdi was op.,5,good,english
really nasty dal makhani.,1,bad,english
pickle nodoke thu.,3,bad,kannada
paratha pura swaad hai.,5,good,punjabi
kadai chicken fuddu hai.,2,bad,punjabi
da aloo gobi tasted brilliant.,4,good,english
Ivattu oota bekar.,1,bad,kannada
rajma iz worst.,1,bad,english
aloo gobi was absolutely nasty.,2,bad,english
Eeroju fish curry daridram.,1,bad,telugu
such a horrible roti.,1,bad,english
The experience tasted lovely.,5,good,english
chutney tinte adhurs anipinchindi.,4,good,telugu
I had a horrible palak paneer.,1,bad,english
fish curry tinte chala bagundi anipinchindi.,5,good,telugu
I had a bland rajma.,2,bad,english
aaj ka dal makhani badiya tha.,5,good,hindi
rice bekaar lagya.,1,bad,punjabi
chicken bahut waste hai.,1,bad,hindi
upma ekdum awesome hai.,4,good,hindi
"hated the poha, it was awful.",2,bad,english
salad kirrak.,5,good,telugu
such a amazing curry.,4,good,english
kadai chicken nodoke worst agide.,2,bad,kannada
poha tinte daridram anipinchindi.,1,bad,telugu
chutney bombat.,5,good,kannada
sambar tinte chala bagundi anipinchindi.,5,good,telugu
sambar nodoke keka.,4,good,kannada
egg curry kha ke mood kharab.,1,bad,hindi
chutney ekdum waste hai.,1,bad,hindi
fish curry chala chetta.,1,bad,telugu
"Loved the place, it was tasty.",5,good,english
raita full chennagilla.,2,bad,kannada
curry tumba waste.,1,bad,kannada
chapati chetta.,1,bad,telugu
Eeroju oota chala bagundi.,4,good,telugu
biryani ekdum mood kharab hai.,1,bad,hindi
vibe ws absolutely horrible.,3,bad,english
mushroom masala tinte chandalanga undi anipinchindi.,1,bad,telugu
aloo gobi full super agide.,5,good,kannada
"Loved da quality, it ws amazing.",5,good,english
mushroom masala nodoke thu.,1,bad,kannada
dosa bekaar lagya.,1,bad,punjabi
i had a op rajma.,5,good,english
khichdi worst ga undi.,1,bad,telugu
chole bahut ek number hai.,5,good,hindi
kadai chicken pura vadiya hai.,5,good,punjabi
aloo gobi fuddu lagya.,1,bad,punjabi
dal makhani bombat.,4,good,kannada
vada tinte baledu anipinchindi.,2,bad,telugu
i had a perfect roti.,4,good,english
bhojanam nodoke bombat.,4,good,kannada
lunch tumba waste.,2,bad,kannada
naan badhiya hai.,5,good,hindi
dal makhani chala super.,5,good,telugu
chicken pura vadiya hai.,5,good,punjabi
rajma nodoke mast agide.,5,good,kannada
chicken kettadagide.,1,bad,kannada
palak paneer bahut ghatiya hai.,1,bad,hindi
da raita ws superb.,5,good,english
ivattu vada sari illa.,1,bad,kannada
soup bahut vadiya lagya.,5,good,punjabi
dal makhani nodoke waste.,1,bad,kannada
"hated the methi paratha, it was pathetic.",1,bad,english
rice sari illa.,2,bad,kannada
The chutney was bland.,1,bad,english
chicken bakwaas lagya.,2,bad,punjabi
salad kha ke mood kharab.,2,bad,hindi
poha kha ke fuddu feel hoya.,3,bad,punjabi
aloo gobi nodoke worst agide.,1,bad,kannada
The khana was osm.,4,good,english
paneer waste hai.,1,bad,hindi
mixed veg full thu.,2,bad,kannada
salad nodoke mast agide.,5,good,kannada
sambar ghaint hai.,5,good,punjabi
palak paneer kha ke khatam feel hoya.,1,bad,punjabi
Ivattu dosa bekar.,1,bad,kannada
dosa swadisht hai.,5,good,hindi
chapati chala baga chesaru.,5,good,telugu
Really osm lunch.,5,good,english
poha ekdum ek number hai.,5,good,hindi
lunch sira hai.,4,good,punjabi
pickle kharaab hai.,3,bad,hindi
staff was absolutely outstanding.,5,good,english
fish curry full worst agide.,1,bad,kannada
curry jama maada hai.,1,bad,punjabi
khichdi excellent ga undi.,5,good,telugu
khichdi chala bagundi.,5,good,telugu
roti tumba worst agide.,2,bad,kannada
bhojanam nodoke sari illa.,2,bad,kannada
really unpleasant egg curry.,1,bad,english
meal kha ke swaad ni feel hoya.,1,bad,punjabi
breakfast jama ganda hai.,1,bad,punjabi
bhojanam jama swaad ni hai.,1,bad,punjabi
dal bahut swadisht hai.,5,good,hindi
aaj ka baingan bharta jhakaas tha.,5,good,hindi
dal makhani kha ke mood kharab.,1,bad,hindi
Really worst upma.,1,bad,english
bhojanam full chennagide.,4,good,kannada
i had a amazing roti.,5,good,english
rice chetta.,3,bad,telugu
khana pura mazza aa gaya hai.,5,good,punjabi
really bad baingan bharta.,1,bad,english
Ivattu bhojanam thu.,2,bad,kannada
lunch kha ke maza aa gaya.,5,good,hindi
"loved da rajma, it was outstanding.",5,good,english
palak paneer swaad hai.,5,good,punjabi
bhatura bombat.,4,good,kannada
idli matram chala bagundi.,4,good,telugu
really op uttapam.,5,good,english
curry chala chala bagundi.,5,good,telugu
khichdi sira hai.,5,good,punjabi
fish curry tumba chennagilla.,1,bad,kannada
roti kha ke mood kharab.,2,bad,hindi
aaj ka chutney chii tha.,1,bad,hindi
uttapam ekdum jhakaas hai.,5,good,hindi
pickle chala super.,4,good,telugu
ivattu curd bekar.,2,bad,kannada
dessert jama maada hai.,1,bad,punjabi
pickle tinte baledu anipinchindi.,1,bad,telugu
aaj rice bekar si.,1,bad,punjabi
curd chala ruchi ledu.,1,bad,telugu
palak paneer ruchi ga undi.,5,good,telugu
aloo gobi jama bekar hai.,1,bad,punjabi
Really nice dosa.,5,good,english
aaj roti swaad ni si.,2,bad,punjabi
mixed veg swaad lagya.,5,good,punjabi
oota khatam lagya.,1,bad,punjabi
I had a bad bhojanam.,2,bad,english
da vada ws outstanding.,4,good,english
Eeroju khichdi ruchi ga undi.,5,good,telugu
salad tumba ruchi agide.,5,good,kannada
puri tumba sakath.,5,good,kannada
Really terrible meal.,1,bad,english
sabzi tumba waste.,2,bad,kannada
dosa bahut chii hai.,1,bad,hindi
"Loved the food, it was superb.",4,good,english
raita chala adhurs.,5,good,telugu
curd tumba sari illa.,1,bad,kannada
curry tumba worst agide.,1,bad,kannada
meal jama ganda hai.,1,bad,punjabi
dessert kha ke maada feel hoya.,2,bad,punjabi
the chapati tasted great.,5,good,english
chutney tumba worst agide.,2,bad,kannada
breakfast swadisht hai.,5,good,hindi
bhojanam kha ke mazza aa gaya feel hoya.,4,good,punjabi
aloo gobi asalu baledu.,1,bad,telugu
chole ekdum lajawab hai.,5,good,hindi
the soup was tasteless.,1,bad,english
paratha full sakath.,5,good,kannada
eeroju pickle chetta.,1,bad,telugu
dinner is osm.,5,good,english
lunch matram baga chesaru.,5,good,telugu
Eeroju roti excellent ga undi.,5,good,telugu
such a gross fish curry.,2,bad,english
bhojanam ekdum bekar hai.,3,bad,hindi
sambar sakath.,5,good,kannada
aaj kadai chicken ganda si.,2,bad,punjabi
baingan bharta badhiya hai.,5,good,hindi
bhatura ekdum kharaab hai.,2,bad,hindi
chicken nodoke mast agide.,5,good,kannada
aloo gobi is delicious.,4,good,english
bhatura kha ke khatam feel hoya.,1,bad,punjabi
soup full tumba chennagide.,5,good,kannada
mixed veg was absolutely dreadful.,1,bad,english
bhojanam is pathetic.,1,bad,english
ivattu chutney sari illa.,1,bad,kannada
rice chala excellent ga undi.,5,good,telugu
dosa was absolutely gross.,1,bad,english
pulao matram ruchi ga undi.,5,good,telugu
pickle kha ke mood kharab.,2,bad,hindi
aaj curd swaad ni si.,1,bad,punjabi
lunch chala bagundi.,4,good,telugu
egg curry swaad hai.,5,good,punjabi
dessert full keka.,5,good,kannada
uttapam ekdum swadisht hai.,4,good,hindi
eeroju egg curry ruchi ledu.,2,bad,telugu
"loved the curry, it was delicious.",5,good,english
salad ekdum chii hai.,1,bad,hindi
paratha ekdum lajawab hai.,5,good,hindi
upma ruchi agide.,4,good,kannada
uttapam chala ruchi ledu.,1,bad,telugu
aaj paneer bekar si.,3,bad,punjabi
uttapam chala chandalanga undi.,2,bad,telugu
really disgusting dinner.,1,bad,english
idli baledu.,1,bad,telugu
breakfast matram kirrak.,5,good,telugu
idli kha ke maza aa gaya.,5,good,hindi
oota ws absolutely disgusting.,1,bad,english
salad bahut mast hai.,4,good,hindi
dal makhani asalu chetta.,1,bad,telugu
aaj fish curry swaad si.,5,good,punjabi
bhojanam full keka.,4,good,kannada
rajma tumba ruchi agide.,5,good,kannada
rajma nodoke tumba chennagide.,5,good,kannada
Ivattu puri bombat.,5,good,kannada
eeroju methi paratha chetta.,1,bad,telugu
aaj vada att si.,4,good,punjabi
khichdi kha ke att feel hoya.,5,good,punjabi
oota tumba waste.,1,bad,kannada
dosa is perfect.,5,good,english
pulao kha ke mood kharab.,1,bad,hindi
roti asalu daridram.,3,bad,telugu
kadai chicken mazza aa gaya hai.,5,good,punjabi
The breakfast tasted lovely.,5,good,english
dosa vadiya lagya.,5,good,punjabi
naan is wonderful.,5,good,english
aaj ka chole awesome tha.,5,good,hindi
eeroju idli bagundi.,5,good,telugu
butter chicken bekaar hai.,1,bad,hindi
eeroju paratha daridram.,1,bad,telugu
paneer chala baledu.,1,bad,telugu
chapati bahut ek number hai.,5,good,hindi
vada chala keka.,5,good,telugu
pickle ekdum zabardast hai.,5,good,hindi
dessert ekdum chii hai.,2,bad,hindi
khichdi bahut vadiya lagya.,5,good,punjabi
sambar adhurs.,5,good,telugu
dal makhani super agide.,5,good,kannada
bhojanam chii hai.,1,bad,hindi
aaj ka pickle badhiya tha.,5,good,hindi
The oota was lovely.,4,good,english
bhojanam ekdum badhiya hai.,4,good,hindi
poha was absolutely terrible.,3,bad,english
aloo gobi waste.,1,bad,telugu
breakfast not good hai.,1,bad,hindi
food kha ke vadiya feel hoya.,5,good,punjabi
vada ghaint lagya.,5,good,punjabi
aaj ka khana waste tha.,3,bad,hindi
such a dreadful naan.,1,bad,english
khana excellent ga undi.,4,good,telugu
raita chala chala baledu.,1,bad,telugu
aaj lunch att si.,5,good,punjabi
The poha ws unpleasant.,1,bad,english
pulao tinte bagundi anipinchindi.,5,good,telugu
baingan bharta full kettadagide.,1,bad,kannada
paratha full thu.,2,bad,kannada
fish curry full waste.,1,bad,kannada
eeroju bhojanam keka.,4,good,telugu
aaj ka chicken bekar tha.,2,bad,hindi
sambar nodoke tumba chennagide.,5,good,kannada
meal tumba bekar.,2,bad,kannada
food kha ke bekaar feel hoya.,2,bad,punjabi
bhatura kha ke maza aa gaya.,5,good,hindi
vada ekdum not good hai.,2,bad,hindi
really poor egg curry.,2,bad,english
dal full chennagilla.,2,bad,kannada
baingan bharta full sari illa.,2,bad,kannada
dosa tumba chennagilla.,2,bad,kannada
mixed veg nodoke sari illa.,1,bad,kannada
salad asalu asalu baledu.,1,bad,telugu
aaj ka chicken gazab tha.,5,good,hindi
the biryani was excellent.,5,good,english
idli jama bekaar hai.,1,bad,punjabi
aaj food maada si.,2,bad,punjabi
aaj ka baingan bharta bekaar tha.,1,bad,hindi
idli kha ke att feel hoya.,5,good,punjabi
oota bahut vadiya hai.,5,good,punjabi
aloo gobi full keka.,5,good,kannada
aaj kadai chicken bekar si.,3,bad,punjabi
Such a superb uttapam.,5,good,english
rice matram bagundi.,4,good,telugu
paneer ghatiya hai.,3,bad,hindi
ivattu dinner super agide.,4,good,kannada
aaj raita fuddu si.,1,bad,punjabi
breakfast is horrible.,1,bad,english
egg curry ekdum mood kharab hai.,1,bad,hindi
naan bahut bakwas hai.,1,bad,hindi
Such a fantastic chutney.,5,good,english
ivattu kadai chicken tumba chennagide.,4,good,kannada
kadai chicken asalu worst ga undi.,1,bad,telugu
meal kha ke maza aa gaya.,5,good,hindi
curd bagundi.,4,good,telugu
chapati pura ghaint hai.,4,good,punjabi
egg curry chala worst ga undi.,1,bad,telugu
pulao was absolutely tasteless.,1,bad,english
i had a nice curd.,5,good,english
food kha ke bekaar feel hoya.,1,bad,punjabi
Really bad kadai chicken.,1,bad,english
The breakfast tasted terrible.,1,bad,english
Ivattu idli chennagide.,5,good,kannada
salad full chennagilla.,1,bad,kannada
uttapam badhiya hai.,4,good,hindi
sambar bahut badiya hai.,5,good,hindi
dosa ekdum badhiya hai.,4,good,hindi
baingan bharta was absolutely unpleasant.,1,bad,english
"loved the quality, it was op.",4,good,english
idli zabardast hai.,5,good,hindi
aaj curd fuddu si.,1,bad,punjabi
curry kha ke ghaint feel hoya.,5,good,punjabi
pickle matram keka.,4,good,telugu
aaj bhatura ghaint si.,5,good,punjabi
aaj ka oota badhiya tha.,5,good,hindi
paratha ekdum mood kharab hai.,1,bad,hindi
eeroju raita baga chesaru.,5,good,telugu
aloo gobi swaad ni lagya.,1,bad,punjabi
naan bekaar hai.,1,bad,hindi
Such a nice rice.,5,good,english
mixed veg kha ke ghaint feel hoya.,5,good,punjabi
aaj methi paratha sira si.,5,good,punjabi
naan kha ke swaad ni feel hoya.,3,bad,punjabi
rajma kha ke swaad ni feel hoya.,2,bad,punjabi
kadai chicken tumba super agide.,5,good,kannada
experience is tasteless.,3,bad,english
the breakfast tasted tasteless.,1,bad,english
Ivattu vada tumba chennagide.,5,good,kannada
oota is op.,5,good,english
mushroom masala full sakath.,5,good,kannada
aaj upma vadiya si.,5,good,punjabi
"loved the chapati, it was osm.",4,good,english
"hated da kadai chicken, it was nasty.",1,bad,english
dal makhani ghaint hai.,5,good,punjabi
egg curry pura swaad hai.,5,good,punjabi
the dinner was horrible.,2,bad,english
Ivattu rajma worst agide.,1,bad,kannada
chapati chala chandalanga undi.,1,bad,telugu
the vada was nice.,5,good,english
aaj chapati changa si.,5,good,punjabi
dessert ekdum mast hai.,5,good,hindi
upma kha ke maza aa gaya.,4,good,hindi
bhatura bahut khatam hai.,1,bad,hindi
kadai chicken kha ke maza aa gaya.,5,good,hindi
raita sakath.,5,good,kannada
curd changa lagya.,4,good,punjabi
mushroom masala ekdum badiya hai.,4,good,hindi
dessert chala bagundi.,5,good,telugu
khana full ruchi agide.,5,good,kannada
lunch ghaint hai.,5,good,punjabi
roti kirrak.,4,good,telugu
curry chala chala bagundi.,5,good,telugu
dal full sari illa.,2,bad,kannada
the dosa tasted good.,5,good,english
dessert kha ke fuddu feel hoya.,2,bad,punjabi
pulao ekdum jhakaas hai.,5,good,hindi
the baingan bharta was nasty.,1,bad,english
dal makhani chala keka.,5,good,telugu
chapati full waste.,1,bad,kannada
meal kha ke fuddu feel hoya.,2,bad,punjabi
dinner ekdum bakwas hai.,2,bad,hindi
paneer att hai.,4,good,punjabi
aaj ka sabzi gazab tha.,5,good,hindi
pulao sahi h hai.,4,good,hindi
aaj chapati bahut vadiya si.,5,good,punjabi
dosa swadisht hai.,4,good,hindi
oota tumba waste.,2,bad,kannada
khichdi tinte asalu baledu anipinchindi.,1,bad,telugu
lunch kha ke changa feel hoya.,5,good,punjabi
Ivattu dessert keka.,5,good,kannada
sambar nodoke tumba chennagide.,5,good,kannada
dal makhani jhakaas hai.,5,good,hindi
chicken jama bekar hai.,3,bad,punjabi
chapati full thu.,1,bad,kannada
Ivattu curry bombat.,4,good,kannada
pickle kha ke changa feel hoya.,5,good,punjabi
dal makhani tumba mast agide.,5,good,kannada
aloo gobi changa lagya.,5,good,punjabi
puri matram adhurs.,5,good,telugu
pickle was absolutely osm.,5,good,english
rajma tumba tumba chennagide.,5,good,kannada
dinner chala ruchi ga undi.,4,good,telugu
fish curry khatam lagya.,1,bad,punjabi
paneer chala baledu.,3,bad,telugu
paneer bahut vadiya hai.,4,good,punjabi
the biryani was good.,4,good,english
palak paneer kha ke maza aa gaya.,4,good,hindi
curd kha ke mood kharab.,1,bad,hindi
food ruchi ga undi.,5,good,telugu
oota tinte chala bagundi anipinchindi.,5,good,telugu
sambar waste hai.,3,bad,hindi
chole tumba chennagilla.,1,bad,kannada
raita bahut chii hai.,1,bad,hindi
paratha bekar lagya.,1,bad,punjabi
methi paratha chala chetta.,1,bad,telugu
aloo gobi ghaint hai.,5,good,punjabi
biryani is amazing.,5,good,english
paratha kha ke bekar feel hoya.,2,bad,punjabi
the curry was nice.,5,good,english
uttapam chennagide.,4,good,kannada
dessert kha ke maza aa gaya.,4,good,hindi
Eeroju food ruchi ledu.,1,bad,telugu
pickle ekdum bakwas hai.,1,bad,hindi
really bland dinner.,1,bad,english
The naan tasted bland.,1,bad,english
aaj meal khatam si.,3,bad,punjabi
aaj idli sira si.,4,good,punjabi
pickle changa hai.,5,good,punjabi
chole att hai.,5,good,punjabi
aaj ka lunch chii tha.,2,bad,hindi
I had a pathetic chapati.,2,bad,english
oota ekdum gazab hai.,5,good,hindi
the mess was perfect.,5,good,english
food ruchi ga undi.,4,good,telugu
The naan was awful.,3,bad,english
aaj ka curry ek number tha.,4,good,hindi
chutney iz dreadful.,1,bad,english
meal super agide.,4,good,kannada
such a terrible uttapam.,1,bad,english
soup sari illa.,1,bad,kannada
pickle pura att hai.,4,good,punjabi
breakfast chala asalu baledu.,1,bad,telugu
raita full waste.,1,bad,kannada
bhojanam kha ke maza aa gaya.,5,good,hindi
chicken waste hai.,1,bad,hindi
khana kha ke bekar feel hoya.,2,bad,punjabi
egg curry bahut khatam hai.,1,bad,hindi
breakfast matram baga chesaru.,5,good,telugu
eeroju curd baga chesaru.,5,good,telugu
salad ekdum awesome hai.,5,good,hindi
"Loved the puri, it was perfect.",5,good,english
pulao kha ke bekar feel hoya.,1,bad,punjabi
The mixed veg tasted horrible.,1,bad,english
paratha bekar lagya.,3,bad,punjabi
biryani kha ke ganda feel hoya.,1,bad,punjabi
aaj ka fish curry chii tha.,3,bad,hindi
dinner maada hai.,2,bad,punjabi
breakfast tumba sari illa.,2,bad,kannada
paratha kha ke bekaar feel hoya.,1,bad,punjabi
I had a perfect egg curry.,5,good,english
fish curry pura sira hai.,5,good,punjabi
aaj egg curry fuddu si.,2,bad,punjabi
biryani tinte asalu baledu anipinchindi.,1,bad,telugu
baingan bharta tumba kettadagide.,1,bad,kannada
aaj ka puri mast tha.,5,good,hindi
methi paratha ghaint hai.,5,good,punjabi
eeroju chicken ruchi ledu.,2,bad,telugu
chicken was absolutely poor.,3,bad,english
roti was absolutely worst.,2,bad,english
meal not good hai.,1,bad,hindi
dosa chala super.,5,good,telugu
Ivattu khana mast agide.,5,good,kannada
methi paratha jama maada hai.,3,bad,punjabi
meal tinte chandalanga undi anipinchindi.,1,bad,telugu
mushroom masala bahut waste hai.,1,bad,hindi
chole is osm.,5,good,english
Ivattu pulao super agide.,5,good,kannada
biryani sakath.,5,good,kannada
food is gross.,1,bad,english
Really nice vibe.,5,good,english
chicken tinte chandalanga undi anipinchindi.,1,bad,telugu
The place was bad.,1,bad,english
salad asalu baledu.,2,bad,telugu
the rajma tasted tasty.,5,good,english
chapati bahut not good hai.,1,bad,hindi
bhojanam asalu daridram.,1,bad,telugu
upma ghatiya hai.,1,bad,hindi
mixed veg ekdum badhiya hai.,5,good,hindi
aaj aloo gobi swaad si.,5,good,punjabi
meal nodoke tumba chennagide.,5,good,kannada
aaj ka egg curry ek number tha.,5,good,hindi
Eeroju kadai chicken kirrak.,4,good,telugu
chicken kha ke att feel hoya.,5,good,punjabi
sambar asalu daridram.,3,bad,telugu
raita nodoke bombat.,5,good,kannada
the pickle was wonderful.,5,good,english
aaj dessert changa si.,4,good,punjabi
sambar tinte ruchi ga undi anipinchindi.,5,good,telugu
Really unpleasant paneer.,1,bad,english
"loved the dosa, it was osm.",4,good,english
The place tasted fantastic.,4,good,english
chutney full keka.,4,good,kannada
I had a excellent fish curry.,5,good,english
aaj pulao swaad ni si.,1,bad,punjabi
aaj ka breakfast bakwas tha.,2,bad,hindi
soup matram keka.,5,good,telugu
The butter chicken tasted op.,5,good,english
khichdi kha ke ganda feel hoya.,1,bad,punjabi
bhojanam matram baga chesaru.,5,good,telugu
really op biryani.,4,good,english
Ivattu pickle chennagide.,5,good,kannada
curd nodoke waste.,1,bad,kannada
sambar bahut badiya hai.,5,good,hindi
dosa ekdum ek number hai.,4,good,hindi
breakfast kha ke mood kharab.,1,bad,hindi
salad kha ke maza aa gaya.,4,good,hindi
methi paratha iz unpleasant.,3,bad,english
naan chala chala bagundi.,5,good,telugu
mushroom masala jama swaad ni hai.,1,bad,punjabi
bhatura bahut bekaar hai.,1,bad,hindi
chutney jama ganda hai.,3,bad,punjabi
aaj ka soup waste tha.,1,bad,hindi
pickle nodoke bombat.,5,good,kannada
paneer kha ke mood kharab.,1,bad,hindi
atmosphere was absolutely delicious.,5,good,english
mixed veg bahut ek number hai.,4,good,hindi
salad bekar hai.,1,bad,punjabi
lunch swaad ni lagya.,1,bad,punjabi
I had a brilliant sambar.,5,good,english
paratha full tumba chennagide.,5,good,kannada
breakfast full thu.,1,bad,kannada
aaj ka dinner zabardast tha.,5,good,hindi
salad bekar hai.,2,bad,punjabi
egg curry asalu baledu.,2,bad,telugu
aaj meal swaad si.,5,good,punjabi
The oota tasted awful.,1,bad,english
paratha tinte ruchi ledu anipinchindi.,2,bad,telugu
aaj paratha bekar si.,1,bad,punjabi
da sambar tasted bad.,1,bad,english
palak paneer tumba kettadagide.,2,bad,kannada
uttapam kha ke maza aa gaya.,5,good,hindi
biryani waste.,1,bad,telugu
fish curry kha ke fuddu feel hoya.,1,bad,punjabi
fish curry kha ke maada feel hoya.,1,bad,punjabi
idli chala baga chesaru.,5,good,telugu
poha bakwas hai.,1,bad,hindi
paratha adhurs.,5,good,telugu
