review,rating,sentiment,language
yaar vada pav to ekdum lajawab,5,good,hindi
bh tadka dal full mast h,5,good,punjabi
uppit skip karo regret ho reha hai,2,bad,punjabi
bhai toor dal full mast hai,5,good,punjabi
toast try cheyakandi baledu bro,2,bad,telugu
bhai masoor dal full mast hai,5,good,punjabi
bro the halwa was absolutely fire,4,good,english
nah vada pav is mid,1,bad,english
bonda khake regret ho reha feel,2,bad,punjabi
burger skip karo mood kharab ho gayi hai,2,bad,punjabi
bhai sach mein tadka dal bohot kharab,2,bad,hindi
pav bhaji na khao hai yaar,2,bad,punjabi
bro noodles full sakkath aithu,5,good,kannada
yaar momos to ekdum bahut tasty,5,good,hindi
gulab jamun eat cheyaleka undi bro,1,bad,telugu
mess alli medu vada super aithu,5,good,kannada
bro samosa perfect ga undi,5,good,telugu
seriously bro dal fry disgusting aithu,3,bad,kannada
tadka dal khake kamaal feel hoya,5,good,punjabi
bro gulab jamun was L food,2,bad,english
mess lo gobi paratha superb ga undi undi,5,good,telugu
rasgulla khake kamaal ka feel aaya,5,good,hindi
nah pasta is not it,1,bad,english
bro chai maja bandide aithu,5,good,kannada
mess ka pizza khana hi nahi,1,bad,hindi
mess mein gobi paratha maja aa gaya full tha,5,good,hindi
mess ch soup zabardast si si,5,good,punjabi
mess alli uppit maja bandide,5,good,kannada
mess poori is lit,4,good,english
chana dal bekagilla guru,3,bad,kannada
gobi paratha khake mood kharab ho gayi feel,2,bad,punjabi
appam mood spoil guru,1,bad,kannada
bro toast was L food,1,bad,english
bhai seriously moong dal faltu,2,bad,punjabi
pakoda skip karo regret ho reha hai,2,bad,punjabi
coffee skip karo ghatiya si hai,2,bad,punjabi
poori try madi nalla aithu,4,good,kannada
mess manchurian is slaps,4,good,english
bhai kesari lajawab si hai,5,good,punjabi
seriously bro pasta mood spoil,2,bad,kannada
cutlet tini tarvata pani pattadu,1,bad,telugu
appam tini tarvata taste leka,2,bad,telugu
halwa try cheyakandi disgusting,1,bad,telugu
yo uppit was straight up absolutely fire,5,good,english
mess uppit is top tier,5,good,english
lassi try karo kamaal,5,good,punjabi
coffee try karo kamaal,4,good,punjabi
full cutlet super aithu bro,4,good,kannada
mess toor dal full kemp agide,1,bad,kannada
mess mein pongal lajawab tha,5,good,hindi
halwa try chesthe superb ga undi,4,good,telugu
medu vada khake full mast feel hoya,5,good,punjabi
sheera try karo lajawab si,4,good,punjabi
mess da sheera na khao,1,bad,punjabi
bh seriously coffee mood kharab ho gayi,1,bad,punjabi
tried manchurian regret not it,1,bad,english
kesari skip maadi taste illa bro,1,bad,kannada
mess lo kachori perfect ga undi undi,5,good,telugu
medu vada khake kamaal ka feel aaya,5,good,hindi
mess alli moong dal maja bandide,4,good,kannada
gobi paratha bewakoof banaya hai bhai,2,bad,hindi
bajji zahar hai yaar,1,bad,punjabi
nah rasgulla is mid,1,bad,english
masoor dal khake taste zero feel,1,bad,punjabi
seriously bro vada pav bekagilla,3,bad,kannada
bro aloo paratha was ruined my day,1,bad,english
appam khake kamaal ka feel aaya,4,good,hindi
mess pulao is legendary,5,good,english
pav bhaji khake paisa barbaad feel,2,bad,hindi
mess da fried rice mood kharab ho gayi,1,bad,punjabi
yaar appam ekdum daab aa gayi si,4,good,punjabi
soup bewakoof banaya hai bhai,2,bad,hindi
mess mein coffee kamaal ka tha,4,good,hindi
pasta tinda mele maja bandide feel aaithu,5,good,kannada
moong dal try karo daab aa gayi,5,good,punjabi
kesari tinda mele super aithu feel aaithu,5,good,kannada
yaar toast to ekdum lajawab,5,good,hindi
bro kachori was L food,1,bad,english
mess vada pav lowkey trash,1,bad,english
bro sandwich perfect aithu,5,good,kannada
fried rice khake bilkul ghatiya feel,1,bad,hindi
samosa try chesthe manchi,4,good,telugu
gobi paratha khake faltu feel,2,bad,punjabi
toast disgusting undi bro,1,bad,telugu
noodles hits different no cap good,4,good,english
pongal try cheyakandi khali waste,2,bad,telugu
yaar appam ekdum daab aa gayi si,5,good,punjabi
soup khake ekdum zabardast feel aaya,4,good,hindi
tried sheera regret straight garbage,1,bad,english
medu vada khake paisa barbaad feel,2,bad,hindi
ninna cutlet tinte perfect ga undi anipinchindi,5,good,telugu
bro puttu perfect aithu,5,good,kannada
mess pizza full disgusting aithu,2,bad,kannada
mess burger lowkey ruined my day,1,bad,english
sandwich regret hai bhai,1,bad,hindi
pongal khake kamaal ka feel aaya,5,good,hindi
bro pongal was ruined my day,1,bad,english
soup try madi maja bandide,5,good,kannada
lassi khake lajawab si feel hoya,5,good,punjabi
bhai bonda lajawab si hai,5,good,punjabi
mess halwa is bussin,4,good,english
mess medu vada taste leka,1,bad,telugu
tried puttu regret not it,1,bad,english
mess masoor dal lowkey l food,1,bad,english
mess ch pongal lajawab si si,5,good,punjabi
bhai seriously pulao mood kharab ho gayi,1,bad,punjabi
mess ka pasta regret,3,bad,hindi
coffee mat khao ulti aa gayi hai,2,bad,hindi
nah dal fry is disgusting af,1,bad,english
full toor dal full sakkath bro,5,good,kannada
mess alli kesari super aithu,4,good,kannada
boiled egg taste zero hai yaar,1,bad,punjabi
bhai sach mein pongal bewakoof banaya,2,bad,hindi
scrambled egg tini tarvata feel mast undi,4,good,telugu
tadka dal try chesthe tasty ga undi,4,good,telugu
sandwich try karo daab aa gayi,5,good,punjabi
cutlet tinda mele kemp agide,1,bad,kannada
ninna pakoda tinte superb ga undi anipinchindi,5,good,telugu
mess mein fried rice kamaal ka tha,5,good,hindi
full burger nalla aithu bro,5,good,kannada
bhai gulab jamun perfect tha,5,good,hindi
yaar kachori to ekdum kamaal ka,5,good,hindi
full appam super aithu bro,5,good,kannada
scrambled egg khake bohot kharab feel,2,bad,hindi
masoor dal tinda mele waste piece,2,bad,kannada
yo noodles was straight up crazy good,5,good,english
manchurian is straight ruined my day,1,bad,english
bro the chai was bussin,4,good,english
bruh dhokla baga tasty,4,good,telugu
bhai toor dal kamaal hai,5,good,punjabi
aloo paratha skip karo regret ho reha hai,1,bad,punjabi
aloo paratha khake khana hi nahi feel,1,bad,hindi
mess pakoda is legendary,4,good,english
pakoda skip karo zahar hai,2,bad,punjabi
maggi try karo bahut tasty hai,5,good,hindi
soup tini tarvata disgusting,1,bad,telugu
mess alli momos perfect,5,good,kannada
momos try cheyakandi khali waste,1,bad,telugu
sandwich faltu hai yaar,2,bad,punjabi
mess ka bhajji ulti aa gayi,1,bad,hindi
gobi paratha mat khao khana hi nahi hai,1,bad,hindi
bhai pakoda daab aa gayi hai,5,good,punjabi
yo cutlet was straight up absolutely fire,5,good,english
yo samosa was straight up top tier,5,good,english
mess da manchurian zahar,2,bad,punjabi
mess ch dal fry full mast si,4,good,punjabi
mess lassi is lit,4,good,english
mess alli jalebi perfect,5,good,kannada
burger try karo solid taste,5,good,punjabi
bhai fried rice maja aa gaya full,5,good,hindi
samosa tini tarvata feel tasty ga undi,4,good,telugu
momos ghatiya si hai yaar,3,bad,punjabi
bhel puri skip karo na khao hai,2,bad,punjabi
gobi paratha try madi yummy,5,good,kannada
seriously bro toor dal mood spoil,2,bad,kannada
gobi paratha mat khao bewakoof banaya hai,2,bad,hindi
mess aloo paratha is lit,5,good,english
sheera tini tarvata feel baga tasty,5,good,telugu
seriously fried rice baledu bro,1,bad,telugu
boiled egg khake full mast feel hoya,4,good,punjabi
bhai seriously momos mood kharab ho gayi,2,bad,punjabi
yaar dhokla ekdum lajawab si si,4,good,punjabi
halwa taste leka undi bro,1,bad,telugu
tried omelette regret disgusting af,2,bad,english
aloo paratha tinda mele yummy feel aaithu,4,good,kannada
yaar lassi ekdum zabardast si si,4,good,punjabi
mess pizza full waste piece,2,bad,kannada
pasta is straight straight garbage,3,bad,english
boiled egg mat khao regret h,3,bad,hindi
seriously bro coffee ella illa,2,bad,kannada
mess cutlet lowkey mid,2,bad,english
bhai cutlet ekdum perfect hai,5,good,punjabi
seriously bro omelette taste illa bro,1,bad,kannada
mess mein dal fry full mast tha,5,good,hindi
tried chai regret disgusting af,3,bad,english
chana dal baledu bro undi bro,1,bad,telugu
omelette try karo full mast hai,5,good,hindi
mess mein noodles bahut tasty tha,5,good,hindi
gulab jamun try karo lajawab hai,5,good,hindi
mess poori lowkey disgusting af,3,bad,english
sheera bohot kharab hai bhai,2,bad,hindi
seriously soup pani pattadu,2,bad,telugu
tried bhajji and it was absolutely fire,5,good,english
ninna sandwich tinte mast undi anipinchindi,4,good,telugu
kesari tinda mele super aithu feel aaithu,5,good,kannada
yo chana dal was straight up legendary,5,good,english
maggi try karo bahut tasty hai,5,good,hindi
mess alli pakoda maja bandide,4,good,kannada
medu vada pani pattadu undi bro,1,bad,telugu
tried omelette regret ruined my day,2,bad,english
medu vada khake perfect tha feel aaya,4,good,hindi
medu vada tini tarvata feel full enjoy,5,good,telugu
soup regret h bh,2,bad,hindi
momos khake zahar feel,2,bad,punjabi
bhai seriously manchurian mood kharab ho gayi,2,bad,punjabi
chai skip karo na khao hai,2,bad,punjabi
puttu try cheyakandi khali waste,2,bad,telugu
pulao hits different legendary,4,good,english
lassi try madi super aithu,4,good,kannada
maggi disgusting undi bro,1,bad,telugu
soup khake lajawab feel aaya,5,good,hindi
yaar gulab jamun to ekdum full mast,5,good,hindi
uppit is straight disgusting af,2,bad,english
tried samosa regret mid,1,bad,english
ch try karo full mast,4,good,punjabi
fried rice mat khao bohot kharab h,2,bad,hindi
mess dhokla lowkey ruined my day,2,bad,english
gobi paratha khake na khao feel,1,bad,punjabi
bhai seriously sandwich ghatiya si,2,bad,punjabi
mess bonda full disgusting aithu,2,bad,kannada
puttu tini tarvata pani pattadu,1,bad,telugu
mess lo ch tasty ga undi undi,5,good,telugu
mess lo masoor dal manchi undi,5,good,telugu
pakoda try chesthe baga tasty,4,good,telugu
tried vada pav and it was top tier,5,good,english
mess ka chana dal regret,1,bad,hindi
mess mein sandwich perfect tha tha,5,good,hindi
ninna halwa tinte baga tasty anipinchindi,5,good,telugu
mess ch kesari ekdum perfect si,5,good,punjabi
masoor dal khake ekdum perfect feel hoya,4,good,punjabi
bro puttu full sakkath aithu,4,good,kannada
kesari try karo maja aa gaya full h,5,good,hindi
moong dal try chesthe mast undi,4,good,telugu
lassi try karo zabardast si,4,good,punjabi
pulao paisa barbaad hai bhai,1,bad,hindi
poori khana hi nahi hai bhai,2,bad,hindi
mess toast eat cheyaleka,1,bad,telugu
mess da fried rice taste zero,2,bad,punjabi
pulao khake ghatiya si feel,1,bad,punjabi
pakoda tini tarvata disgusting,1,bad,telugu
mess alli maggi tasty bandu,5,good,kannada
bro soup maja bandide aithu,5,good,kannada
medu vada try karo ekdum perfect,5,good,punjabi
kesari hits different bussin,4,good,english
cutlet khake bahut tasty feel aaya,5,good,hindi
pizza tinda mele bekagilla,1,bad,kannada
yo toast was straight up lit,5,good,english
pasta try madi super aithu,5,good,kannada
appam skip karo taste zero hai,3,bad,punjabi
mess ka vada pav bewakoof banaya,2,bad,hindi
uppit hits different bussin,4,good,english
full cutlet perfect bruh,5,good,kannada
nah bonda is zero stars,3,bad,english
mess mein lassi bahut tasty tha,5,good,hindi
medu vada tini tarvata feel tasty ga undi,4,good,telugu
bro bhel puri baga tasty,4,good,telugu
bhai puttu lajawab,5,good,hindi
soup skip maadi waste piece,2,bad,kannada
jalebi try karo solid taste,5,good,punjabi
mess lo chai mast undi undi,5,good,telugu
seriously bro omelette mood spoil,2,bad,kannada
gulab jamun mat khao khana hi nahi hai,1,bad,hindi
bhai seriously appam regret ho reha,2,bad,punjabi
mess tadka dal is lit,5,good,english
bro sheera super aithu aithu,4,good,kannada
pongal khake lajawab si feel hoya,4,good,punjabi
appam khake daab aa gayi feel hoya,5,good,punjabi
masoor dal tinda mele super aithu feel aaithu,5,good,kannada
halwa tinda mele ella illa,2,bad,kannada
toast skip karo mood kharab ho gayi hai,1,bad,punjabi
mess ka fried rice paisa barbaad,2,bad,hindi
tried pulao and it was slaps,4,good,english
coffee tinda mele bekagilla,2,bad,kannada
pakoda eat cheyaleka undi bruh,1,bad,telugu
bhai manchurian full mast hai,5,good,punjabi
ninna pongal tinte baga tasty anipinchindi,4,good,telugu
mess lo puttu perfect ga undi undi,5,good,telugu
boiled egg skip maadi ella illa,2,bad,kannada
poori tini tarvata pani pattadu,2,bad,telugu
ninna pakoda tinte mast undi anipinchindi,4,good,telugu
kesari tinda mele taste illa bro,1,bad,kannada
bro moong dal was straight garbage,1,bad,english
chai tini tarvata baledu bro,2,bad,telugu
dhokla khake daab aa gayi feel hoya,5,good,punjabi
mess ch gobi paratha kamaal si,5,good,punjabi
sandwich tini tarvata pani pattadu,2,bad,telugu
toast try karo full mast,5,good,punjabi
samosa skip maadi kemp agide,1,bad,kannada
halwa try madi super aithu,4,good,kannada
jalebi khali waste undi bro,2,bad,telugu
yaar momos to ekdum kamaal ka,5,good,hindi
mess bhel puri is top tier,5,good,english
jalebi hits different absolutely fire,5,good,english
toor dal khake full mast feel aaya,5,good,hindi
coffee bewakoof banaya hai bhai,2,bad,hindi
bro the tadka dal was no cap good,5,good,english
mess alli sandwich full sakkath,5,good,kannada
mess alli pongal super aithu,4,good,kannada
ninna pakoda tinte manchi anipinchindi,5,good,telugu
samosa khake full mast feel hoya,5,good,punjabi
jalebi try cheyakandi khali waste,2,bad,telugu
dal fry try cheyakandi disgusting,2,bad,telugu
burger skip karo ghatiya si hai,2,bad,punjabi
soup disgusting aithu guru,1,bad,kannada
rasgulla tinda mele tasty bandu feel aaithu,5,good,kannada
mess da aloo paratha zahar,1,bad,punjabi
omelette is straight not it,2,bad,english
dal fry try madi maja bandide,5,good,kannada
halwa try chesthe superb ga undi,4,good,telugu
mess ch dal fry lajawab si si,4,good,punjabi
bhai seriously momos faltu,1,bad,punjabi
mess mein burger bahut tasty tha,5,good,hindi
samosa khake full mast feel aaya,4,good,hindi
ninna cutlet tinte mast undi anipinchindi,4,good,telugu
burger khake ulti aa gayi feel,1,bad,hindi
mess cutlet is fire,5,good,english
bro poori mast undi,4,good,telugu
nah toor dal iz zero stars,1,bad,english
fried rice skip maadi bekagilla,1,bad,kannada
bhai seriously jalebi na khao,2,bad,punjabi
tried burger regret straight garbage,1,bad,english
dal fry try cheyakandi baledu bro,2,bad,telugu
gobi paratha mat khao bohot kharab hai,2,bad,hindi
mess cutlet is legendary,5,good,english
bruh toast manchi,5,good,telugu
pulao skip karo na khao hai,1,bad,punjabi
dhokla tinda mele taste illa bruh,1,bad,kannada
mess lo gobi paratha tasty ga undi undi,4,good,telugu
sheera ulti aa gayi hai bhai,1,bad,hindi
gulab jamun try karo perfect tha hai,5,good,hindi
bhai medu vada zabardast si hai,4,good,punjabi
pav bhaji skip maadi mood spoil,2,bad,kannada
mess coffee full kemp agide,2,bad,kannada
puttu try cheyakandi khali waste,2,bad,telugu
bhai coffee kamaal ka,4,good,hindi
pasta khake ulti aa gayi feel,2,bad,hindi
medu vada mat khao bilkul ghatiya hai,1,bad,hindi
pizza tinda mele maja bandide feel aaithu,4,good,kannada
lassi try karo ekdum zabardast hai,5,good,hindi
bruh da moong dal was lit,5,good,english
fried rice khake mood kharab ho gayi feel,3,bad,punjabi
bhel puri regret hai bhai,3,bad,hindi
mess dal fry eat cheyaleka,1,bad,telugu
medu vada khake mood kharab ho gayi feel,1,bad,punjabi
jalebi tinda mele mood spoil,1,bad,kannada
bro medu vada full sakkath aithu,4,good,kannada
pizza bewakoof banaya hai bhai,1,bad,hindi
seriously kesari eat cheyaleka,1,bad,telugu
bro lassi perfect aithu,4,good,kannada
rasgulla hits different bussin,5,good,english
bro masoor dal super aithu aithu,5,good,kannada
mess lo aloo paratha tasty ga undi undi,5,good,telugu
lassi disgusting undi bro,1,bad,telugu
bro poori perfect ga undi,4,good,telugu
mess lo appam baga tasty undi,4,good,telugu
bhai scrambled egg solid taste hai,5,good,punjabi
toast skip karo taste zero hai,1,bad,punjabi
mess alli fried rice perfect,4,good,kannada
mess lo kesari mast undi undi,4,good,telugu
bro poori nalla aithu aithu,4,good,kannada
mess bajji is legendary,5,good,english
bhai seriously omelette zahar,2,bad,punjabi
full aloo paratha yummy bro,5,good,kannada
chana dal try chesthe full enjoy,4,good,telugu
pakoda try chesthe tasty ga undi,5,good,telugu
maggi tinda mele nalla aithu feel aaithu,4,good,kannada
pasta khake regret ho reha feel,2,bad,punjabi
pulao tini tarvata eat cheyaleka,2,bad,telugu
halwa try chesthe manchi,5,good,telugu
omelette tini tarvata feel baga tasty,4,good,telugu
bhai chai lajawab si hai,4,good,punjabi
mess alli noodles yummy,5,good,kannada
tadka dal skip karo zahar hai,1,bad,punjabi
ninna cutlet tinte mast undi anipinchindi,4,good,telugu
medu vada khake bahut tasty feel aaya,4,good,hindi
sandwich khake bilkul ghatiya feel,3,bad,hindi
pongal try chesthe baga tasty,5,good,telugu
bro bajji tasty bandu aithu,5,good,kannada
pasta hits different top tier,5,good,english
masoor dal tini tarvata feel tasty ga undi,4,good,telugu
rasgulla try karo bahut tasty hai,5,good,hindi
chana dal try chesthe baga tasty,4,good,telugu
full momos tasty bandu bro,5,good,kannada
rasgulla tini tarvata feel perfect ga undi,4,good,telugu
dal fry khake paisa barbaad feel,1,bad,hindi
bhai tadka dal full mast,4,good,hindi
chai mat khao ulti aa gayi hai,2,bad,hindi
gulab jamun try chesthe mast undi,5,good,telugu
sheera ghatiya si hai yaar,1,bad,punjabi
mess gulab jamun is slaps,4,good,english
burger skip maadi taste illa bro,1,bad,kannada
scrambled egg is straight L food,1,bad,english
burger try karo maja aa gaya full hai,4,good,hindi
mess ka puttu khana hi nahi,2,bad,hindi
tried coffee and it was crazy good,5,good,english
dhokla skip karo ghatiya si hai,2,bad,punjabi
bruh appam was L food,1,bad,english
bhai bajji bahut tasty,5,good,hindi
mess ka noodles regret,3,bad,hindi
bonda faltu hai yaar,1,bad,punjabi
nah maggi is l food,2,bad,english
maggi mood kharab ho gayi hai yaar,1,bad,punjabi
noodles khake ekdum perfect feel hoya,4,good,punjabi
bro bonda full enjoy,4,good,telugu
mess ch appam daab aa gayi si,5,good,punjabi
mess momos lowkey zero stars,2,bad,english
jalebi mood kharab ho gayi hai yaar,1,bad,punjabi
samosa khake bohot kharab feel,2,bad,hindi
mess da manchurian zahar,1,bad,punjabi
pongal tinda mele mood spoil,1,bad,kannada
toast try karo full mast,5,good,punjabi
noodles bohot kharab h bh,1,bad,hindi
uppit try karo zabardast si,5,good,punjabi
burger tini tarvata disgusting,1,bad,telugu
gobi paratha bewakoof banaya hai bhai,2,bad,hindi
yaar bajji ekdum kamaal si,4,good,punjabi
yaar tadka dal to ekdum full mast,4,good,hindi
ninna appam tinte tasty ga undi anipinchindi,5,good,telugu
halwa skip karo mood kharab ho gayi hai,2,bad,punjabi
bro poori was L food,3,bad,english
pongal kemp agide guru,2,bad,kannada
mess ch boiled egg lajawab si si,5,good,punjabi
yo pasta was straight up legendary,4,good,english
bhai seriously halwa zahar,3,bad,punjabi
toor dal try cheyakandi mood off,1,bad,telugu
kachori khali waste undi bro,2,bad,telugu
toor dal tinda mele tasty bandu feel aaithu,5,good,kannada
mess ch pakoda lajawab si si,4,good,punjabi
bhel puri mat khao ulti aa gayi hai,3,bad,hindi
seriously bro jalebi waste piece,2,bad,kannada
noodles tini tarvata mood off,1,bad,telugu
mess alli uppit full sakkath,5,good,kannada
coffee khake ulti aa gayi feel,2,bad,hindi
bro the masoor dal was absolutely fire,5,good,english
mess ch cutlet daab aa gayi si,5,good,punjabi
gobi paratha skip karo zahar hai,1,bad,punjabi
yaar pongal ekdum lajawab si si,4,good,punjabi
mess medu vada lowkey trash,1,bad,english
bhel puri try karo kamaal,5,good,punjabi
cutlet baledu bro undi bro,1,bad,telugu
soup tini tarvata feel manchi,5,good,telugu
tadka dal try madi nalla aithu,5,good,kannada
mess alli maggi full sakkath,5,good,kannada
bro the sandwich was lit,4,good,english
moong dal kemp agide guru,1,bad,kannada
full kachori full sakkath bro,5,good,kannada
nah cutlet is disgusting af,2,bad,english
dal fry try madi perfect,4,good,kannada
mess kachori is bussin,5,good,english
vada pav tini tarvata feel baga tasty,5,good,telugu
bh sach mein aloo paratha bilkul ghatiya,1,bad,hindi
mess da boiled egg ghatiya si,1,bad,punjabi
cutlet is straight disgusting af,1,bad,english
full gobi paratha full sakkath bro,5,good,kannada
yaar dhokla ekdum daab aa gayi si,5,good,punjabi
lassi khake daab aa gayi feel hoya,5,good,punjabi
bro chana dal maja bandide aithu,5,good,kannada
rasgulla skip maadi waste piece,2,bad,kannada
cutlet skip karo na khao hai,3,bad,punjabi
gulab jamun hits different fire,5,good,english
chai khake ghatiya si feel,1,bad,punjabi
toor dal try cheyakandi mood off,2,bad,telugu
mess pongal pani pattadu,1,bad,telugu
halwa is straight not it,1,bad,english
seriously bruh gulab jamun bekagilla,1,bad,kannada
samosa tinda mele kemp agide,3,bad,kannada
seriously moong dal khali waste,1,bad,telugu
mess mein masoor dal full mast tha,4,good,hindi
yaar cutlet to ekdum perfect tha,4,good,hindi
mess lo medu vada perfect ga undi undi,5,good,telugu
dal fry mat khao khana hi nahi hai,2,bad,hindi
kachori khana hi nahi h bh,1,bad,hindi
kachori skip karo taste zero hai,1,bad,punjabi
coffee khake bahut tasty feel aaya,5,good,hindi
burger hits different no cap good,4,good,english
maggi try karo full mast hai,5,good,hindi
bro the momos was slaps,5,good,english
mess ch pulao zabardast si si,5,good,punjabi
mess poori full ella illa,1,bad,kannada
bhai seriously masoor dal faltu,1,bad,punjabi
seriously gulab jamun disgusting,2,bad,telugu
mess ka sheera paisa barbaad,1,bad,hindi
bh sach mein fried rice paisa barbaad,1,bad,hindi
mess ch rasgulla lajawab si si,5,good,punjabi
chana dal try chesthe baga tasty,5,good,telugu
pulao try madi maja bandide,5,good,kannada
toor dal try chesda mast undi,5,good,telugu
medu vada hits different top tier,4,good,english
bhai seriously bhel puri faltu,2,bad,punjabi
bhai sach mein toor dal regret,3,bad,hindi
sandwich bekagilla guru,1,bad,kannada
boiled egg paisa barbaad hai bhai,3,bad,hindi
pongal kemp agide guru,1,bad,kannada
bro da bhajji was no cap good,5,good,english
burger try chesthe mast undi,5,good,telugu
mess omelette is legendary,5,good,english
bajji try chesda baga tasty,5,good,telugu
maggi try madi full sakkath,4,good,kannada
jalebi waste piece guru,2,bad,kannada
mess ch pongal daab aa gayi si,4,good,punjabi
mess lo jalebi superb ga undi undi,5,good,telugu
toor dal waste piece guru,3,bad,kannada
ninna bhel puri tinte superb ga undi anipinchindi,4,good,telugu
tried bhel puri and it was top tier,4,good,english
bro toor dal mast undi,5,good,telugu
chana dal pani pattadu undi bro,3,bad,telugu
nah pongal is zero stars,1,bad,english
pulao try chesthe manchi,4,good,telugu
sandwich tinda mele nalla aithu feel aaithu,5,good,kannada
mess mein appam bahut tasty tha,5,good,hindi
tried aloo paratha and it was top tier,5,good,english
mess ch kachori full mast si,5,good,punjabi
ninna manchurian tinte baga tasty anipinchindi,5,good,telugu
sandwich khake ghatiya si feel,3,bad,punjabi
bhai sandwich zabardast si hai,5,good,punjabi
bhel puri taste zero h yaar,1,bad,punjabi
pakoda try karo full mast hai,4,good,hindi
lassi try madi tasty bandu,5,good,kannada
pulao khake regret feel,3,bad,hindi
aloo paratha hits different slaps,5,good,english
bro medu vada full sakkath aithu,5,good,kannada
omelette try karo perfect tha hai,5,good,hindi
nah cutlet is straight garbage,1,bad,english
poori khake khana hi nahi feel,1,bad,hindi
dal fry try karo full mast hai,5,good,hindi
mess manchurian mood off,1,bad,telugu
samosa disgusting undi bro,1,bad,telugu
yo coffee was straight up top tier,5,good,english
bro the sheera was lit,5,good,english
mess pasta lowkey disgusting af,3,bad,english
bonda khake lajawab feel aaya,5,good,hindi
bruh toor dal mast undi,5,good,telugu
bro the toast was top tier,4,good,english
mess coffee full mood spoil,2,bad,kannada
rasgulla khake regret feel,2,bad,hindi
kachori skip karo na khao hai,1,bad,punjabi
seriously bro omelette disgusting aithu,1,bad,kannada
mess da cutlet mood kharab ho gayi,2,bad,punjabi
bro jalebi was ruined my day,3,bad,english
bro soup tasty ga undi,5,good,telugu
yaar momos to ekdum lajawab,5,good,hindi
gobi paratha try cheyakandi disgusting,1,bad,telugu
bhai sach mein rasgulla khana hi nahi,2,bad,hindi
bhai sach mein fried rice bilkul ghatiya,3,bad,hindi
bhai kachori lajawab,4,good,hindi
chai khake ekdum perfect feel hoya,5,good,punjabi
bonda hits different legendary,4,good,english
mess ch masoor dal full mast si,5,good,punjabi
seriously toast eat cheyaleka,1,bad,telugu
yaar boiled egg to ekdum perfect tha,5,good,hindi
tried halwa and it was top tier,4,good,english
yo dal fry was straight up legendary,4,good,english
mess fried rice disgusting,2,bad,telugu
bajji taste leka undi bro,1,bad,telugu
bajji try cheyakandi pani pattadu,2,bad,telugu
yaar bajji to ekdum bahut tasty,5,good,hindi
bhai gobi paratha ekdum zabardast,5,good,hindi
fried rice mat khao bilkul ghatiya hai,2,bad,hindi
yaar appam to ekdum maja aa gaya full,5,good,hindi
bro the gulab jamun was crazy good,5,good,english
bro burger tasty bandu aithu,5,good,kannada
seriously bro dal fry bekagilla,2,bad,kannada
rasgulla tini tarvata baledu bro,1,bad,telugu
mess medu vada is fire,5,good,english
mess alli cutlet yummy,4,good,kannada
ninna bajji tinte mast undi anipinchindi,4,good,telugu
nah pakoda is straight garbage,2,bad,english
bhel puri tinda mele perfect feel aaithu,5,good,kannada
seriously bro bhel puri disgusting aithu,1,bad,kannada
mess bhel puri disgusting,1,bad,telugu
yaar gulab jamun ekdum daab aa gayi si,4,good,punjabi
pizza tini tarvata feel tasty ga undi,5,good,telugu
nah burger is not it,1,bad,english
mess alli toor dal nalla aithu,5,good,kannada
ninna aloo paratha tinte superb ga undi anipinchindi,5,good,telugu
nah bhajji is straight garbage,2,bad,english
yo rasgulla was straight up lit,5,good,english
momos skip maadi taste illa bro,3,bad,kannada
uppit tinda mele bekagilla,1,bad,kannada
lassi disgusting undi bro,2,bad,telugu
bhai sach mein masoor dal bewakoof banaya,1,bad,hindi
halwa khake ekdum perfect feel hoya,4,good,punjabi
tried manchurian and it was crazy good,4,good,english
bhai cutlet kamaal ka,5,good,hindi
bruh bonda was mid,2,bad,english
mess toor dal is no cap good,5,good,english
rasgulla mood kharab ho gayi hai yaar,2,bad,punjabi
seriously noodles taste leka,3,bad,telugu
bro dal fry manchi,4,good,telugu
ninna jalebi tinte superb ga undi anipinchindi,4,good,telugu
ninna bajji tinte perfect ga undi anipinchindi,5,good,telugu
gulab jamun tini tarvata baledu bro,1,bad,telugu
bro puttu perfect ga undi,4,good,telugu
chana dal tini tarvata feel tasty ga undi,5,good,telugu
mess vada pav taste leka,2,bad,telugu
bhai sach mein poori regret,2,bad,hindi
samosa skip maadi kemp agide,2,bad,kannada
mess ch burger zabardast si si,5,good,punjabi
kachori is straight disgusting af,1,bad,english
yo samosa was straight up top tier,5,good,english
bhai sach mein toast ulti aa gayi,1,bad,hindi
omelette hits different slaps,5,good,english
mess ka gobi paratha bohot kharab,1,bad,hindi
uppit try cheyakandi khali waste,3,bad,telugu
yaar cutlet ekdum full mast si,4,good,punjabi
boiled egg na khao hai yaar,1,bad,punjabi
poori tinda mele full sakkath feel aaithu,4,good,kannada
bhai seriously noodles faltu,1,bad,punjabi
mess moong dal baledu bro,2,bad,telugu
chana dal try cheyakandi taste leka,2,bad,telugu
bhel puri tinda mele perfect feel aaithu,5,good,kannada
mess ch burger full mast si,5,good,punjabi
mess da burger na khao,2,bad,punjabi
bhai sach mein pasta bohot kharab,2,bad,hindi
mess uppit pani pattadu,1,bad,telugu
manchurian eat cheyaleka undi bro,3,bad,telugu
mess alli aloo paratha maja bandide,5,good,kannada
bro coffee was straight garbage,1,bad,english
bhajji khake ekdum zabardast feel aaya,4,good,hindi
