review,rating,sentiment,language
yaar noodles to ekdum bahut tasty,5,good,hindi
omelette kemp agide guru,1,bad,kannada
yo tadka dal was straight up top tier,4,good,english
kesari is straight disgusting af,1,bad,english
manchurian tini tarvata pani pattadu,2,bad,telugu
mess alli boiled egg yummy,5,good,kannada
pasta khake daab aa gayi feel hoya,4,good,punjabi
gulab jamun bilkul ghatiya hai bhai,3,bad,hindi
samosa tinda mele ella illa,3,bad,kannada
halwa tini tarvata feel mast undi,5,good,telugu
pakoda try karo bahut tasty hai,5,good,hindi
bro da kachori was no cap good,5,good,english
mess ka tadka dal regret,2,bad,hindi
full poori tasty bandu bro,5,good,kannada
yaar tadka dal ekdum solid taste si,5,good,punjabi
toor dal try cheyakandi disgusting,1,bad,telugu
vada pav tinda mele kemp agide,1,bad,kannada
gobi paratha tinda mele perfect feel aaithu,4,good,kannada
pulao is straight zero stars,1,bad,english
pav bhaji tini tarvata feel tasty ga undi,4,good,telugu
uppit try madi full sakkath,5,good,kannada
jalebi khake ghatiya si feel,2,bad,punjabi
samosa khake ekdum zabardast feel aaya,5,good,hindi
bro pongal full enjoy,5,good,telugu
fried rice try karo solid taste,5,good,punjabi
bro da pav bhaji was lit,5,good,english
mess coffee full ella illa,1,bad,kannada
burger tinda mele waste piece,1,bad,kannada
bhai pakoda ekdum perfect hai,4,good,punjabi
mess mein pav bhaji perfect tha tha,4,good,hindi
pakoda try chesthe superb ga undi,4,good,telugu
yaar kachori to ekdum full mast,5,good,hindi
tried kesari regret trash,2,bad,english
tried coffee regret disgusting af,2,bad,english
appam tini tarvata feel superb ga undi,4,good,telugu
bro sandwich was L food,1,bad,english
mess da kesari faltu,1,bad,punjabi
mess alli burger tasty bandu,5,good,kannada
mess maggi full taste illa bro,3,bad,kannada
yaar burger ekdum zabardast si si,4,good,punjabi
burger tini tarvata pani pattadu,1,bad,telugu
mess da pasta mood kharab ho gayi,1,bad,punjabi
dal fry tini tarvata feel baga tasty,4,good,telugu
mess pakoda pani pattadu,1,bad,telugu
chana dal tini tarvata feel mast undi,4,good,telugu
bhai seriously tadka dal mood kharab ho gayi,1,bad,punjabi
bro dhokla maja bandide aithu,5,good,kannada
nah moong dal is straight garbage,2,bad,english
mess lo medu vada manchi undi,5,good,telugu
tried sheera and it was top tier,5,good,english
medu vada khake daab aa gayi feel hoya,5,good,punjabi
kachori kemp agide guru,2,bad,kannada
chana dal khake ekdum zabardast feel aaya,4,good,hindi
bhai sach mein pizza khana hi nahi,1,bad,hindi
mess pizza lowkey trash,3,bad,english
noodles baledu bro undi bro,2,bad,telugu
masoor dal skip maadi ella illa,1,bad,kannada
dhokla tinda mele nalla aithu feel aaithu,5,good,kannada
sandwich skip maadi mood spoil,1,bad,kannada
sandwich tinda mele maja bandide feel aaithu,5,good,kannada
pakoda try karo kamaal ka hai,5,good,hindi
bhajji skip karo taste zero hai,2,bad,punjabi
bhajji is straight trash,1,bad,english
chana dal tinda mele nalla aithu feel aaithu,4,good,kannada
mess kachori full taste illa bro,1,bad,kannada
samosa tini tarvata pani pattadu,2,bad,telugu
noodles tini tarvata pani pattadu,1,bad,telugu
mess ch bhajji kamaal si,4,good,punjabi
seriously bro scrambled egg bekagilla,2,bad,kannada
bhai seriously lassi mood kharab ho gayi,1,bad,punjabi
mess burger full mood spoil,1,bad,kannada
bhai sandwich solid taste hai,5,good,punjabi
mess ch medu vada ekdum perfect si,5,good,punjabi
mess aloo paratha is top tier,5,good,english
yaar pizza ekdum full mast si,5,good,punjabi
mess manchurian iz legendary,5,good,english
manchurian zahar hai yaar,1,bad,punjabi
pav bhaji try karo kamaal,5,good,punjabi
scrambled egg khake ulti aa gayi feel,1,bad,hindi
nah bhel puri is mid,2,bad,english
yo vada pav was straight up top tier,5,good,english
soup taste zero hai yaar,1,bad,punjabi
jalebi khake kamaal ka feel aaya,5,good,hindi
noodles try karo perfect tha hai,4,good,hindi
mess pulao is slaps,5,good,english
mess rasgulla mood off,3,bad,telugu
maggi khake faltu feel,3,bad,punjabi
mess da medu vada regret ho reha,1,bad,punjabi
ninna jalebi tinte manchi anipinchindi,5,good,telugu
puttu try karo ekdum zabardast hai,5,good,hindi
yo fried rice was straight up lit,4,good,english
pongal iz straight l food,1,bad,english
mess da gulab jamun regret ho reha,2,bad,punjabi
bhai sach mein sandwich bilkul ghatiya,1,bad,hindi
manchurian mood spoil guru,1,bad,kannada
fried rice mat khao bewakoof banaya hai,2,bad,hindi
yo toor dal was straight up fire,5,good,english
gulab jamun skip karo mood kharab ho gayi hai,1,bad,punjabi
poori taste illa bro guru,1,bad,kannada
gobi paratha tinda mele maja bandide feel aaithu,5,good,kannada
poori khake bahut tasty feel aaya,5,good,hindi
tried puttu regret disgusting af,1,bad,english
pongal mat khao bohot kharab hai,1,bad,hindi
jalebi skip karo regret ho reha hai,1,bad,punjabi
sheera try cheyakandi disgusting,2,bad,telugu
burger faltu hai yaar,2,bad,punjabi
mess da soup zahar,3,bad,punjabi
mess omelette baledu bro,1,bad,telugu
full gulab jamun perfect bro,5,good,kannada
bhai jalebi lajawab,4,good,hindi
pizza khake zabardast si feel hoya,5,good,punjabi
cutlet try cheyakandi khali waste,1,bad,telugu
bhai chai full mast hai,5,good,punjabi
mess bonda full bekagilla,1,bad,kannada
lassi khake na khao feel,2,bad,punjabi
vada pav mat khao regret hai,2,bad,hindi
puttu mat khao paisa barbaad hai,2,bad,hindi
bhai sach mein pongal bilkul ghatiya,1,bad,hindi
yaar medu vada ekdum kamaal si,4,good,punjabi
seriously sandwich baledu bro,1,bad,telugu
chana dal try madi nalla aithu,5,good,kannada
cutlet tini tarvata baledu bro,1,bad,telugu
sheera is straight l food,1,bad,english
mess lo samosa baga tasty undi,4,good,telugu
bro pasta perfect ga undi,4,good,telugu
mess mein noodles lajawab tha,5,good,hindi
yaar halwa ekdum lajawab si si,4,good,punjabi
kesari mat khao khana hi nahi hai,1,bad,hindi
burger try madi perfect,5,good,kannada
pongal hits different fire,4,good,english
pasta khake bahut tasty feel aaya,5,good,hindi
tried masoor dal and it was lit,5,good,english
nah omelette is ruined my day,2,bad,english
vada pav try karo ekdum perfect,5,good,punjabi
gulab jamun tini tarvata feel baga tasty,4,good,telugu
mess ka samosa khana hi nahi,3,bad,hindi
mess ka tadka dal ulti aa gayi,2,bad,hindi
seriously dal fry baledu bro,2,bad,telugu
tried dhokla and it was fire,5,good,english
yaar bajji ekdum full mast si,5,good,punjabi
mess bonda full disgusting aithu,3,bad,kannada
pulao hits different absolutely fire,5,good,english
bro coffee was zero stars,2,bad,english
bro the burger was lit,5,good,english
mess bonda full kemp agide,2,bad,kannada
full gulab jamun maja bandide bro,5,good,kannada
bonda khake zahar feel,2,bad,punjabi
halwa mat khao ulti aa gayi hai,2,bad,hindi
dhokla try karo ekdum zabardast hai,5,good,hindi
toor dal skip maadi bekagilla,3,bad,kannada
yaar toast ekdum kamaal si,4,good,punjabi
bhai soup ekdum zabardast,5,good,hindi
chana dal khake bewakoof banaya feel,1,bad,hindi
appam try madi perfect,5,good,kannada
pizza skip karo ghatiya si hai,1,bad,punjabi
scrambled egg is straight trash,1,bad,english
mess chai disgusting,1,bad,telugu
moong dal disgusting aithu guru,2,bad,kannada
mess ch toor dal kamaal si,5,good,punjabi
boiled egg mat khao ulti aa gayi hai,1,bad,hindi
bhai boiled egg ekdum zabardast,5,good,hindi
aloo paratha try karo ekdum zabardast hai,5,good,hindi
toor dal disgusting undi bro,3,bad,telugu
ninna boiled egg tinte perfect ga undi anipinchindi,5,good,telugu
seriously bro gulab jamun disgusting aithu,2,bad,kannada
seriously bro burger taste illa bro,3,bad,kannada
cutlet waste piece guru,2,bad,kannada
bro the pakoda was top tier,5,good,english
dal fry khake solid taste feel hoya,5,good,punjabi
jalebi khake ekdum zabardast feel aaya,5,good,hindi
halwa skip maadi taste illa bro,2,bad,kannada
dhokla try cheyakandi disgusting,2,bad,telugu
poori try cheyakandi disgusting,1,bad,telugu
mess maggi lowkey trash,1,bad,english
fried rice mat khao ulti aa gayi hai,2,bad,hindi
aloo paratha hits different bussin,5,good,english
mess bajji is top tier,5,good,english
pakoda is straight not it,1,bad,english
tried soup regret disgusting af,1,bad,english
boiled egg tinda mele taste illa bro,1,bad,kannada
rasgulla tinda mele yummy feel aaithu,4,good,kannada
bhai seriously noodles ghatiya si,2,bad,punjabi
kachori try chesda manchi,5,good,telugu
scrambled egg try chesthe tasty ga undi,5,good,telugu
bro the cutlet was bussin,5,good,english
yo dal fry was straight up lit,4,good,english
chai eat cheyaleka undi bro,1,bad,telugu
puttu khake paisa barbaad feel,1,bad,hindi
yaar kesari to ekdum full mast,5,good,hindi
yo ch was straight up crazy good,4,good,english
tadka dal khake ghatiya si feel,1,bad,punjabi
bhai moong dal daab aa gayi hai,5,good,punjabi
mess da kesari taste zero,1,bad,punjabi
yaar uppit ekdum ekdum perfect si,4,good,punjabi
rasgulla mat khao khana hi nahi hai,2,bad,hindi
seriously bro gobi paratha kemp agide,1,bad,kannada
full toast maja bandide bro,5,good,kannada
poori dizgusting aithu guru,1,bad,kannada
yaar kachori to ekdum full mast,5,good,hindi
puttu paisa barbaad hai bhai,1,bad,hindi
scrambled egg tini tarvata feel manchi,5,good,telugu
omelette try karo ekdum zabardast hai,5,good,hindi
medu vada ghatiya si hai yaar,1,bad,punjabi
lassi try chesthe full enjoy,5,good,telugu
gobi paratha hits different absolutely fire,5,good,english
bro samosa perfect aithu,4,good,kannada
mess ka scrambled egg bilkul ghatiya,2,bad,hindi
maggi skip maadi ella illa,2,bad,kannada
gulab jamun khake full mast feel hoya,5,good,punjabi
cutlet try chesthe perfect ga undi,5,good,telugu
tried sandwich regret zero stars,1,bad,english
mess pulao mood off,1,bad,telugu
full pakoda perfect bro,4,good,kannada
lassi tinda mele taste illa bro,1,bad,kannada
pakoda na khao hai yaar,2,bad,punjabi
jalebi bilkul ghatiya hai bhai,2,bad,hindi
full sheera super aithu bruh,4,good,kannada
mess scrambled egg full bekagilla,1,bad,kannada
cutlet try karo kamaal,4,good,punjabi
seriously bro pakoda kemp agide,1,bad,kannada
tried maggi regret trash,1,bad,english
tried soup and it was fire,5,good,english
full gulab jamun full sakkath bro,5,good,kannada
mess da bhel puri zahar,1,bad,punjabi
mess aloo paratha full waste piece,2,bad,kannada
chana dal zahar hai yaar,2,bad,punjabi
bhai sach mein bajji ulti aa gayi,2,bad,hindi
bhai sach mein tadka dal bohot kharab,2,bad,hindi
mess halwa iz bussin,5,good,english
poori mood spoil guru,1,bad,kannada
medu vada try madi super aithu,5,good,kannada
tried burger regret mid,2,bad,english
mess alli chai super aithu,5,good,kannada
mess poori iz slaps,5,good,english
yaar aloo paratha to ekdum lajawab,5,good,hindi
jalebi skip karo mood kharab ho gayi h,3,bad,punjabi
uppit tini tarvata feel mast undi,4,good,telugu
omelette regret ho reha hai yaar,3,bad,punjabi
full poori perfect bro,4,good,kannada
toast tini tarvata eat cheyaleka,2,bad,telugu
pongal tini tarvata eat cheyaleka,2,bad,telugu
bajji skip maadi mood spoil,1,bad,kannada
mess medu vada lowkey zero stars,1,bad,english
mess scrambled egg is crazy good,5,good,english
yo cutlet was straight up crazy good,4,good,english
fried rice khake mood kharab ho gayi feel,1,bad,punjabi
yaar momos to ekdum maja aa gaya full,5,good,hindi
fried rice skip maadi bekagilla,1,bad,kannada
toast skip karo regret ho reha hai,1,bad,punjabi
seriously halwa khali waste,1,bad,telugu
bhai seriously lassi regret ho reha,1,bad,punjabi
fried rice hits different bussin,4,good,english
bonda tinda mele maja bandide feel aaithu,5,good,kannada
bro puttu yummy aithu,4,good,kannada
vada pav khake regret ho reha feel,1,bad,punjabi
soup tini tarvata feel manchi,5,good,telugu
uppit try karo zabardast si,5,good,punjabi
pasta khali waste undi bro,1,bad,telugu
mess puttu iz crazy good,4,good,english
yo maggi was straight up bussin,5,good,english
aloo paratha khana hi nahi hai bhai,1,bad,hindi
bhai seriously toor dal taste zero,1,bad,punjabi
burger tini tarvata disgusting,1,bad,telugu
seriously bro boiled egg waste piece,2,bad,kannada
mess mein manchurian full mast tha,5,good,hindi
mess bonda is slaps,5,good,english
full pongal full sakkath bro,5,good,kannada
yo noodles was straight up fire,4,good,english
medu vada mood spoil guru,1,bad,kannada
bhel puri skip maadi mood spoil,1,bad,kannada
dal fry try karo ekdum zabardast h,5,good,hindi
mess lo dhokla superb ga undi undi,5,good,telugu
gobi paratha try karo kamaal ka hai,5,good,hindi
seriously manchurian baledu bro,1,bad,telugu
moong dal khali waste undi bro,1,bad,telugu
yo pakoda was straight up crazy good,5,good,english
mess da dal fry ghatiya si,2,bad,punjabi
bro aloo paratha full enjoy,4,good,telugu
bhai sach mein jalebi bewakoof banaya,1,bad,hindi
bro pav bhaji baga tasty,5,good,telugu
jalebi try chesthe superb ga undi,5,good,telugu
soup tini tarvata taste leka,3,bad,telugu
mess ch coffee ekdum perfect si,4,good,punjabi
pakoda khake bewakoof banaya feel,1,bad,hindi
bhel puri mood spoil guru,2,bad,kannada
dhokla try cheyakandi taste leka,2,bad,telugu
mess ch samosa ekdum perfect si,5,good,punjabi
sandwich khake ekdum zabardast feel aaya,5,good,hindi
toast try karo kamaal ka hai,5,good,hindi
aloo paratha is straight zero stars,1,bad,english
bhai pizza full mast,4,good,hindi
mess da poori regret ho reha,1,bad,punjabi
maggi tinda mele yummy feel aaithu,5,good,kannada
mess rasgulla is absolutely fire,5,good,english
bhai boiled egg bahut tasty,5,good,hindi
sheera try madi nalla aithu,5,good,kannada
tried bonda regret straight garbage,2,bad,english
mess burger lowkey disgusting af,2,bad,english
omelette mat khao regret hai,2,bad,hindi
pizza khake kamaal feel hoya,4,good,punjabi
mess mein uppit maja aa gaya full tha,5,good,hindi
yo masoor dal was straight up bussin,4,good,english
bro tadka dal nalla aithu aithu,5,good,kannada
seriously chai eat cheyaleka,2,bad,telugu
fried rice dizgusting aithu guru,2,bad,kannada
full dhokla super aithu bro,5,good,kannada
mess da manchurian mood kharab ho gayi,2,bad,punjabi
ninna cutlet tinte baga tasty anipinchindi,5,good,telugu
yaar chai to ekdum perfect tha,5,good,hindi
yo vada pav was straight up top tier,4,good,english
mess lo pakoda perfect ga undi undi,5,good,telugu
bro kesari maja bandide aithu,5,good,kannada
mess lo noodles full enjoy undi,4,good,telugu
ninna aloo paratha tinte full enjoy anipinchindi,4,good,telugu
mess chai is crazy good,4,good,english
scrambled egg try karo maja aa gaya full hai,5,good,hindi
mess burger is no cap good,5,good,english
tried omelette regret trash,1,bad,english
uppit is straight mid,1,bad,english
sheera tinda mele kemp agide,2,bad,kannada
puttu try madi yummy,4,good,kannada
chai khake regret feel,1,bad,hindi
nah scrambled egg is L food,2,bad,english
mess poori baledu bro,2,bad,telugu
noodles mat khao bilkul ghatiya hai,2,bad,hindi
cutlet khake paisa barbaad feel,2,bad,hindi
mess rasgulla is no cap good,5,good,english
dhokla khake maja aa gaya full feel aaya,4,good,hindi
bhai sach mein bajji paisa barbaad,1,bad,hindi
mess mein pav bhaji ekdum zabardast tha,5,good,hindi
bro scrambled egg was trash,2,bad,english
mess ch soup daab aa gayi si,5,good,punjabi
puttu khake lajawab si feel hoya,5,good,punjabi
mess da pongal taste zero,1,bad,punjabi
bh kesari perfect tha,4,good,hindi
mess da fried rice taste zero,2,bad,punjabi
mess lo pakoda manchi undi,5,good,telugu
bajji tini tarvata taste leka,1,bad,telugu
mess kesari full bekagilla,2,bad,kannada
yaar scrambled egg ekdum daab aa gayi si,5,good,punjabi
aloo paratha tini tarvata pani pattadu,2,bad,telugu
yaar manchurian ekdum ekdum perfect si,4,good,punjabi
mess toor dal is slaps,5,good,english
yo omelette was straight up crazy good,5,good,english
bajji tinda mele yummy feel aaithu,5,good,kannada
mess lo kesari perfect ga undi undi,5,good,telugu
bajji khana hi nahi hai bhai,2,bad,hindi
yaar fried rice to ekdum bahut tasty,5,good,hindi
toast is straight ruined my day,1,bad,english
mess gobi paratha mood off,1,bad,telugu
mess alli scrambled egg tasty bandu,4,good,kannada
chana dal taste illa bro guru,1,bad,kannada
mess mein chana dal lajawab tha,5,good,hindi
nah bajji is L food,2,bad,english
gobi paratha taste illa bro guru,1,bad,kannada
mess pizza is bussin,4,good,english
yaar puttu ekdum full mast si,5,good,punjabi
gulab jamun bohot kharab hai bhai,2,bad,hindi
samosa khake regret feel,2,bad,hindi
soup paisa barbaad h bh,2,bad,hindi
bro jalebi super aithu aithu,5,good,kannada
mess lo puttu tasty ga undi undi,4,good,telugu
omelette skip karo ghatiya si hai,2,bad,punjabi
noodles tinda mele mood spoil,2,bad,kannada
nah tadka dal is ruined my day,2,bad,english
bhai seriously pav bhaji mood kharab ho gayi,2,bad,punjabi
pav bhaji try karo solid taste,5,good,punjabi
mess ch coffee daab aa gayi si,5,good,punjabi
momos disgusting aithu guru,2,bad,kannada
gobi paratha tinda mele nalla aithu feel aaithu,5,good,kannada
mess ch bajji lajawab si si,5,good,punjabi
seriously bro manchurian mood spoil,1,bad,kannada
mess mein puttu bahut tasty tha,4,good,hindi
tried coffee regret trash,2,bad,english
bhai gulab jamun kamaal hai,5,good,punjabi
poori skip maadi mood spoil,2,bad,kannada
mess pizza pani pattadu,1,bad,telugu
seriously scrambled egg pani pattadu,1,bad,telugu
toast khake full mast feel hoya,4,good,punjabi
bro scrambled egg full enjoy,5,good,telugu
nah gulab jamun is not it,1,bad,english
kachori mat khao bewakoof banaya hai,2,bad,hindi
tried noodles regret zero stars,3,bad,english
bhai gulab jamun maja aa gaya full,4,good,hindi
bhai kachori ekdum perfect hai,4,good,punjabi
bro toor dal baga tasty,4,good,telugu
bro the maggi was fire,5,good,english
bajji try karo daab aa gayi,5,good,punjabi
rasgulla skip maadi kemp agide,2,bad,kannada
appam try chesthe tasty ga undi,5,good,telugu
mess ch soup daab aa gayi si,4,good,punjabi
uppit khake bahut tasty feel aaya,5,good,hindi
mess dal fry is fire,5,good,english
mess gulab jamun lowkey straight garbage,1,bad,english
momos is straight zero stars,2,bad,english
ninna soup tinte superb ga undi anipinchindi,5,good,telugu
yo dhokla was straight up no cap good,5,good,english
mess lo samosa tasty ga undi undi,4,good,telugu
appam tini tarvata disgusting,1,bad,telugu
bhai kachori full mast hai,4,good,punjabi
mess mein appam ekdum zabardast tha,4,good,hindi
kachori tinda mele kemp agide,1,bad,kannada
moong dal try chesthe superb ga undi,5,good,telugu
toast tini tarvata feel tasty ga undi,5,good,telugu
scrambled egg skip maadi bekagilla,1,bad,kannada
pakoda khali waste undi bro,1,bad,telugu
full pulao tasty bandu bro,5,good,kannada
nah noodles is l food,1,bad,english
full medu vada nalla aithu bro,4,good,kannada
bro gulab jamun nalla aithu aithu,5,good,kannada
cutlet try madi tasty bandu,4,good,kannada
uppit tinda mele maja bandide feel aaithu,4,good,kannada
manchurian is straight straight garbage,2,bad,english
yaar burger ekdum kamaal si,5,good,punjabi
bro the moong dal was slaps,5,good,english
masoor dal tini tarvata feel baga tasty,5,good,telugu
cutlet bewakoof banaya hai bhai,2,bad,hindi
nah chai is not it,2,bad,english
bro the chana dal was absolutely fire,5,good,english
yo halwa was straight up top tier,5,good,english
mess da manchurian faltu,2,bad,punjabi
pulao khake daab aa gayi feel hoya,4,good,punjabi
appam tinda mele taste illa bro,1,bad,kannada
pongal try karo daab aa gayi,5,good,punjabi
tried bhajji regret L food,1,bad,english
kachori skip maadi taste illa bro,3,bad,kannada
seriously bro tadka dal mood spoil,2,bad,kannada
mess ch halwa ekdum perfect si,5,good,punjabi
maggi try karo full mast h,5,good,hindi
nah vada pav is not it,2,bad,english
mess alli samosa nalla aithu,5,good,kannada
uppit hits different no cap good,4,good,english
bro the bhajji was absolutely fire,4,good,english
yaar pakoda to ekdum full mast,5,good,hindi
poori try chesthe superb ga undi,5,good,telugu
poori try chesthe baga tasty,5,good,telugu
tadka dal disgusting aithu guru,2,bad,kannada
yaar bonda to ekdum bahut tasty,5,good,hindi
scrambled egg khake ekdum zabardast feel aaya,4,good,hindi
mess ch momos solid taste si,5,good,punjabi
mess kachori is top tier,5,good,english
masoor dal tini tarvata feel tasty ga undi,5,good,telugu
aloo paratha mat khao bewakoof banaya hai,1,bad,hindi
samosa tinda mele bekagilla,1,bad,kannada
seriously bro poori ella illa,1,bad,kannada
mess sandwich lowkey disgusting af,1,bad,english
bro sandwich was zero stars,1,bad,english
yaar poori to ekdum maja aa gaya full,5,good,hindi
ninna tadka dal tinte superb ga undi anipinchindi,4,good,telugu
mess bonda eat cheyaleka,2,bad,telugu
boiled egg khali waste undi bro,2,bad,telugu
mess mein pulao perfect tha tha,4,good,hindi
puttu khake ghatiya si feel,1,bad,punjabi
dal fry khake zahar feel,1,bad,punjabi
bhajji khake maja aa gaya full feel aaya,4,good,hindi
maggi khake bahut tasty feel aaya,4,good,hindi
vada pav try madi perfect,5,good,kannada
poori tinda mele full sakkath feel aaithu,5,good,kannada
gulab jamun hits different fire,4,good,english
appam try karo full mast hai,4,good,hindi
masoor dal try chesthe perfect ga undi,4,good,telugu
bro the coffee was top tier,5,good,english
appam khake lajawab si feel hoya,5,good,punjabi
mess uppit mood off,1,bad,telugu
chana dal try karo zabardast si,5,good,punjabi
jalebi khake ulti aa gayi feel,1,bad,hindi
pakoda hits different no cap good,4,good,english
mess fried rice full kemp agide,1,bad,kannada
ninna bajji tinte perfect ga undi anipinchindi,5,good,telugu
tadka dal zahar hai yaar,1,bad,punjabi
dal fry skip maadi kemp agide,3,bad,kannada
burger try cheyakandi pani pattadu,2,bad,telugu
medu vada mat khao ulti aa gayi hai,2,bad,hindi
mess chana dal pani pattadu,2,bad,telugu
full manchurian yummy bro,5,good,kannada
kachori tini tarvata feel manchi,4,good,telugu
tried tadka dal and it was top tier,4,good,english
mess da pakoda taste zero,1,bad,punjabi
mess ch pizza zabardast si si,4,good,punjabi
noodles khake na khao feel,2,bad,punjabi
bhai appam full mast hai,5,good,punjabi
mess da pasta faltu,1,bad,punjabi
full cutlet maja bandide bro,4,good,kannada
coffee tini tarvata feel full enjoy,4,good,telugu
mess lo toor dal superb ga undi undi,4,good,telugu
mess ka pizza ulti aa gayi,3,bad,hindi
pulao try karo ekdum perfect,5,good,punjabi
mess mein masoor dal lajawab tha,5,good,hindi
full pizza super aithu bro,5,good,kannada
medu vada khake lajawab si feel hoya,5,good,punjabi
gobi paratha try madi full sakkath,5,good,kannada
bhai sach mein toast bewakoof banaya,2,bad,hindi
mess alli dhokla perfect,5,good,kannada
yaar pakoda ekdum kamaal si,5,good,punjabi
bro omelette was zero stars,1,bad,english
lassi khake kamaal ka feel aaya,4,good,hindi
yaar dal fry ekdum ekdum perfect si,4,good,punjabi
burger mat khao regret h,2,bad,hindi
mess ka uppit regret,2,bad,hindi
yaar scrambled egg to ekdum lajawab,4,good,hindi
pav bhaji khake ghatiya si feel,1,bad,punjabi
chana dal khake perfect tha feel aaya,4,good,hindi
bhai sach mein bhel puri bilkul ghatiya,2,bad,hindi
pongal zahar hai yaar,1,bad,punjabi
boiled egg mat khao khana hi nahi hai,1,bad,hindi
bhai bhajji ekdum zabardast,4,good,hindi
bhel puri try karo ekdum perfect,4,good,punjabi
soup try cheyakandi khali waste,2,bad,telugu
mess mein vada pav lajawab tha,5,good,hindi
toast ulti aa gayi hai bhai,1,bad,hindi
uppit hits different bussin,4,good,english
nah scrambled egg is mid,1,bad,english
sandwich is straight disgusting af,2,bad,english
mess tadka dal lowkey mid,1,bad,english
chana dal try karo solid taste,4,good,punjabi
tried rasgulla and it was slaps,4,good,english
kachori skip maadi bekagilla,2,bad,kannada
mess lo aloo paratha full enjoy undi,4,good,telugu
burger tinda mele perfect feel aaithu,5,good,kannada
mess masoor dal lowkey mid,2,bad,english
poori tinda mele full sakkath feel aaithu,4,good,kannada
masoor dal disgusting undi bro,2,bad,telugu
coffee pani pattadu undi bro,1,bad,telugu
vada pav try karo full mast,5,good,punjabi
halwa tini tarvata khali waste,2,bad,telugu
toor dal mood kharab ho gayi hai yaar,1,bad,punjabi
ninna lassi tinte mast undi anipinchindi,4,good,telugu
bonda khake taste zero feel,1,bad,punjabi
sheera faltu h yaar,1,bad,punjabi
dal fry khake paisa barbaad feel,1,bad,hindi
seriously noodles mood off,1,bad,telugu
sheera try madi maja bandide,4,good,kannada
kachori khake daab aa gayi feel hoya,5,good,punjabi
mess momos lowkey not it,1,bad,english
yo toor dal was straight up fire,5,good,english
bro burger super aithu aithu,5,good,kannada
maggi khali waste undi bro,2,bad,telugu
bro da kachori was lit,5,good,english
bhel puri hits different lit,4,good,english
samosa try chesthe baga tasty,4,good,telugu
mess alli maggi maja bandide,5,good,kannada
nah pav bhaji is L food,1,bad,english
mess alli medu vada yummy,5,good,kannada
puttu tinda mele full sakkath feel aaithu,5,good,kannada
pizza is straight not it,1,bad,english
mess alli manchurian nalla aithu,4,good,kannada
bruh halwa was disgusting af,1,bad,english
bajji try cheyakandi eat cheyaleka,2,bad,telugu
kesari tinda mele perfect feel aaithu,5,good,kannada
bh seriously appam zahar,2,bad,punjabi
mess lo poori mast undi undi,5,good,telugu
mess ka poori bewakoof banaya,1,bad,hindi
nah burger is not it,1,bad,english
fried rice khake full mast feel hoya,5,good,punjabi
bhajji disgusting aithu guru,1,bad,kannada
bhai seriously dal fry taste zero,1,bad,punjabi
bro the dhokla was absolutely fire,5,good,english
mess halwa lowkey mid,1,bad,english
toast skip karo taste zero hai,3,bad,punjabi
yo uppit was straight up crazy good,5,good,english
tried pizza and it was legendary,5,good,english
seriously bro pizza waste piece,2,bad,kannada
mess poori is legendary,5,good,english
bonda mat khao ulti aa gayi hai,1,bad,hindi
nah bhel puri is not it,1,bad,english
tried boiled egg and it was fire,4,good,english
momos skip karo regret ho reha hai,1,bad,punjabi
bro the maggi was crazy good,5,good,english
mess ka chana dal khana hi nahi,1,bad,hindi
bro the dal fry was legendary,5,good,english
bhai seriously pongal ghatiya si,2,bad,punjabi
soup tinda mele bekagilla,2,bad,kannada
lassi bewakoof banaya hai bhai,1,bad,hindi
cutlet skip maadi bekagilla,2,bad,kannada
bhai halwa maja aa gaya full,4,good,hindi
mess ka kesari paisa barbaad,1,bad,hindi
gulab jamun try madi nalla aithu,5,good,kannada
pulao khake lajawab feel aaya,4,good,hindi
mess da kachori taste zero,1,bad,punjabi
mess ch masoor dal daab aa gayi si,5,good,punjabi
mess pakoda taste leka,2,bad,telugu
bro halwa was straight garbage,1,bad,english
omelette mat khao paiza barbaad h,1,bad,hindi
vada pav tini tarvata feel superb ga undi,5,good,telugu
bhai toast zabardast si hai,5,good,punjabi
chana dal try cheyakandi khali waste,2,bad,telugu
aloo paratha khake solid taste feel hoya,4,good,punjabi
puttu try karo full mast hai,4,good,hindi
seriously bajji eat cheyaleka,1,bad,telugu
mess mein uppit kamaal ka tha,4,good,hindi
bro the bonda was absolutely fire,5,good,english
noodles tinda mele nalla aithu feel aaithu,4,good,kannada
bhai puttu solid taste hai,5,good,punjabi
mess boiled egg lowkey trash,2,bad,english
seriously moong dal khali waste,2,bad,telugu
pakoda try karo kamaal ka hai,4,good,hindi
nah maggi iz dizgusting af,3,bad,english
yaar chana dal to ekdum full mast,5,good,hindi
mess soup is crazy good,5,good,english
kachori taste zero hai yaar,1,bad,punjabi
mess dal fry is absolutely fire,4,good,english
kesari mat khao bohot kharab hai,2,bad,hindi
tried dhokla regret L food,1,bad,english
soup try madi yummy,4,good,kannada
bhai seriously noodles na khao,2,bad,punjabi
kesari try chesthe manchi,5,good,telugu
mess ch rasgulla ekdum perfect si,4,good,punjabi
toast try madi tasty bandu,5,good,kannada
seriously manchurian mood off,3,bad,telugu
bruh samosa mast undi,4,good,telugu
tried pasta and it was fire,4,good,english
gulab jamun tini tarvata feel superb ga undi,5,good,telugu
