review,rating,sentiment,language
dinner tumba chennagilla.,1,bad,kannada
"Loved the mixed veg, it was nice.",5,good,english
egg curry full kettadagide.,1,bad,kannada
rice kha ke bekar feel hoya.,1,bad,punjabi
aaj ka naan jhakaas tha.,5,good,hindi
kadai chicken full chennagide.,5,good,kannada
khichdi sakath.,5,good,kannada
puri nodoke mast agide.,5,good,kannada
"Loved the bhatura, it was perfect.",5,good,english
breakfast tumba kettadagide.,1,bad,kannada
rice full sari illa.,1,bad,kannada
I had a dreadful lunch.,1,bad,english
place was absolutely pathetic.,1,bad,english
vada chala chala baledu.,1,bad,telugu
paratha kha ke bahut vadiya feel hoya.,4,good,punjabi
da methi paratha tasted bad.,1,bad,english
i had a excellent puri.,5,good,english
khana bekar hai.,1,bad,hindi
methi paratha tumba bombat.,5,good,kannada
uttapam asalu asalu baledu.,2,bad,telugu
da lunch tasted bad.,1,bad,english
salad jama bekar hai.,2,bad,punjabi
chapati chala super.,4,good,telugu
oota ganda lagya.,1,bad,punjabi
palak paneer kha ke mood kharab.,1,bad,hindi
oota pura ghaint hai.,4,good,punjabi
The dosa was superb.,5,good,english
eeroju dosa chala bagundi.,5,good,telugu
khichdi chala excellent ga undi.,5,good,telugu
ivattu dosa tumba chennagide.,5,good,kannada
chutney asalu worst ga undi.,1,bad,telugu
eeroju rajma ruchi ga undi.,5,good,telugu
ivattu soup keka.,4,good,kannada
soup kha ke fuddu feel hoya.,1,bad,punjabi
such a awful rice.,1,bad,english
"loved the rajma, it was lovely.",4,good,english
"Loved the sabzi, it ws lovely.",5,good,english
dal chala daridram.,2,bad,telugu
idli asalu chala baledu.,1,bad,telugu
soup badhiya hai.,5,good,hindi
rice kha ke vadiya feel hoya.,5,good,punjabi
sabzi ganda hai.,1,bad,punjabi
idli asalu daridram.,1,bad,telugu
upma chala waste.,1,bad,telugu
fish curry ekdum bekaar hai.,2,bad,hindi
naan kha ke maza aa gaya.,5,good,hindi
curry chala chetta.,1,bad,telugu
Really tasty lunch.,5,good,english
dosa tumba kettadagide.,1,bad,kannada
chicken ekdum not good hai.,1,bad,hindi
I had a superb bhatura.,4,good,english
butter chicken worst ga undi.,1,bad,telugu
khana tumba ruchi illa.,1,bad,kannada
bhojanam chala adhurs.,4,good,telugu
khana nodoke waste.,1,bad,kannada
rajma matram baga chesaru.,5,good,telugu
aaj ka fish curry ghatiya tha.,1,bad,hindi
rice chala baledu.,2,bad,telugu
kadai chicken fuddu hai.,2,bad,punjabi
Ivattu raita sari illa.,1,bad,kannada
aaj ka khana badiya tha.,5,good,hindi
pickle tinte chala baledu anipinchindi.,1,bad,telugu
egg curry badiya hai.,5,good,hindi
aaj ka fish curry waste tha.,1,bad,hindi
paratha tumba sakath.,5,good,kannada
da service was disgusting.,3,bad,english
the raita was tasteless.,1,bad,english
aaj dinner bahut vadiya si.,4,good,punjabi
chutney swaad lagya.,4,good,punjabi
roti nodoke worst agide.,1,bad,kannada
the experience was tasty.,4,good,english
dinner nodoke tumba chennagide.,5,good,kannada
khana kha ke maza aa gaya.,5,good,hindi
butter chicken jama khatam hai.,1,bad,punjabi
the roti tasted nice.,5,good,english
idli tinte daridram anipinchindi.,2,bad,telugu
khana was absolutely poor.,1,bad,english
mushroom masala changa lagya.,5,good,punjabi
Eeroju dal makhani chala bagundi.,5,good,telugu
idli nodoke sakath.,5,good,kannada
chicken kha ke maza aa gaya.,4,good,hindi
khichdi kha ke maza aa gaya.,5,good,hindi
meal tumba sakath.,5,good,kannada
the pulao tasted superb.,4,good,english
roti tumba ruchi illa.,1,bad,kannada
oota kha ke sira feel hoya.,5,good,punjabi
curd asalu ruchi ledu.,1,bad,telugu
palak paneer matram ruchi ga undi.,4,good,telugu
soup ekdum bakwas hai.,2,bad,hindi
oota is excellent.,4,good,english
methi paratha nodoke bombat.,4,good,kannada
da vada tasted great.,5,good,english
breakfast kha ke sira feel hoya.,5,good,punjabi
rice thu.,1,bad,kannada
lunch chetta.,1,bad,telugu
mixed veg full waste.,1,bad,kannada
aaj ka dinner bakwas tha.,1,bad,hindi
the khichdi was great.,4,good,english
methi paratha ekdum bekaar hai.,1,bad,hindi
meal tumba chennagide.,4,good,kannada
dessert is tasty.,5,good,english
puri bahut gazab hai.,5,good,hindi
bhojanam was absolutely good.,5,good,english
mixed veg kha ke fuddu feel hoya.,1,bad,punjabi
poha tumba mast agide.,5,good,kannada
pickle tinte chandalanga undi anipinchindi.,1,bad,telugu
paneer bahut zabardast hai.,5,good,hindi
upma fuddu lagya.,1,bad,punjabi
Really nice oota.,4,good,english
aaj paneer ghaint si.,5,good,punjabi
breakfast tumba worst agide.,1,bad,kannada
The rice tasted horrible.,1,bad,english
chicken kettadagide.,1,bad,kannada
soup tinte baga chesaru anipinchindi.,5,good,telugu
butter chicken vadiya hai.,5,good,punjabi
dinner ganda lagya.,1,bad,punjabi
raita ekdum zabardast hai.,4,good,hindi
Eeroju salad chetta.,1,bad,telugu
oota jama maada hai.,3,bad,punjabi
chicken kha ke mood kharab.,2,bad,hindi
breakfast worst ga undi.,1,bad,telugu
palak paneer chala kirrak.,4,good,telugu
dal bahut kharaab hai.,1,bad,hindi
food iz unpleasant.,3,bad,english
uttapam bekar hai.,2,bad,hindi
salad chala chandalanga undi.,1,bad,telugu
poha bahut waste hai.,1,bad,hindi
khichdi ekdum waste hai.,1,bad,hindi
curd ruchi ledu.,2,bad,telugu
dessert sira hai.,5,good,punjabi
chutney tinte chala baledu anipinchindi.,1,bad,telugu
khana full kettadagide.,2,bad,kannada
oota tinte waste anipinchindi.,2,bad,telugu
biryani nodoke ruchi illa.,1,bad,kannada
puri kha ke maza aa gaya.,5,good,hindi
i had a awful curry.,1,bad,english
oota changa lagya.,5,good,punjabi
curry ruchi agide.,5,good,kannada
meal ekdum badhiya hai.,4,good,hindi
paneer ekdum gazab hai.,5,good,hindi
roti tumba keka.,5,good,kannada
I had a unpleasant chicken.,1,bad,english
Ivattu rice waste.,1,bad,kannada
dal kha ke maza aa gaya.,5,good,hindi
food bahut ek number hai.,5,good,hindi
eeroju khana ruchi ledu.,1,bad,telugu
naan bahut mood kharab hai.,2,bad,hindi
paneer bahut ek number hai.,4,good,hindi
eeroju methi paratha baledu.,1,bad,telugu
sabzi bombat.,4,good,kannada
bhojanam chii hai.,1,bad,hindi
fish curry iz osm.,5,good,english
methi paratha tinte super anipinchindi.,5,good,telugu
pulao nodoke super agide.,5,good,kannada
breakfast ruchi illa.,1,bad,kannada
lunch tinte bagundi anipinchindi.,5,good,telugu
salad ganda lagya.,2,bad,punjabi
rajma ekdum bekaar hai.,1,bad,hindi
such a lovely rice.,4,good,english
khichdi full sari illa.,1,bad,kannada
khichdi kha ke maza aa gaya.,5,good,hindi
lunch att hai.,4,good,punjabi
oota bahut bekaar hai.,3,bad,hindi
roti asalu waste.,2,bad,telugu
dinner asalu asalu baledu.,1,bad,telugu
kadai chicken chala chetta.,2,bad,telugu
dal is nasty.,2,bad,english
lunch jama ganda hai.,2,bad,punjabi
upma maada lagya.,1,bad,punjabi
puri kha ke ganda feel hoya.,1,bad,punjabi
dosa tumba keka.,5,good,kannada
meal asalu chetta.,1,bad,telugu
da poha tasted gross.,1,bad,english
chicken is tasteless.,1,bad,english
"loved the vada, it was tasty.",5,good,english
sambar jama khatam hai.,2,bad,punjabi
poha asalu chetta.,1,bad,telugu
really horrible chole.,1,bad,english
pulao waste hai.,1,bad,hindi
The vibe tasted awful.,1,bad,english
Eeroju egg curry worst ga undi.,3,bad,telugu
vada nodoke keka.,5,good,kannada
naan ruchi agide.,5,good,kannada
paneer nodoke worst agide.,3,bad,kannada
chicken full super agide.,4,good,kannada
naan jama bekar hai.,1,bad,punjabi
aaj ka methi paratha lajawab tha.,5,good,hindi
chapati kha ke maza aa gaya.,5,good,hindi
Eeroju idli baga chesaru.,5,good,telugu
curry keka.,4,good,telugu
Such a disgusting palak paneer.,3,bad,english
dinner nodoke sakath.,5,good,kannada
aaj ka aloo gobi not gud tha.,2,bad,hindi
chole tumba bekar.,1,bad,kannada
such a dreadful food.,1,bad,english
raita full ruchi illa.,1,bad,kannada
Ivattu butter chicken bombat.,5,good,kannada
aaj ka roti mood kharab tha.,2,bad,hindi
eeroju curd chetta.,2,bad,telugu
dal makhani kha ke mood kharab.,3,bad,hindi
dessert kha ke bekaar feel hoya.,2,bad,punjabi
dinner att hai.,4,good,punjabi
sambar vadiya hai.,5,good,punjabi
aaj poha vadiya si.,5,good,punjabi
breakfast ekdum waste hai.,1,bad,hindi
bhojanam kha ke mood kharab.,3,bad,hindi
pickle mast hai.,5,good,hindi
Ivattu palak paneer worst agide.,1,bad,kannada
poha vadiya hai.,5,good,punjabi
kadai chicken khatam lagya.,2,bad,punjabi
paneer ekdum jhakaas hai.,5,good,hindi
aaj uttapam bekar si.,1,bad,punjabi
pulao is good.,5,good,english
ivattu puri ruchi illa.,1,bad,kannada
really disgusting poha.,3,bad,english
curry chala waste.,1,bad,telugu
pickle adhurs.,4,good,telugu
dessert tumba sakath.,5,good,kannada
rajma chala chetta.,2,bad,telugu
roti nodoke chennagilla.,2,bad,kannada
chapati swaad ni hai.,1,bad,punjabi
salad kha ke ganda feel hoya.,2,bad,punjabi
rice is op.,5,good,english
bhatura fuddu hai.,1,bad,punjabi
oota chala baga chesaru.,5,good,telugu
bhatura nodoke chennagide.,5,good,kannada
aaj food bekaar si.,3,bad,punjabi
egg curry kettadagide.,1,bad,kannada
rice swaad ni lagya.,1,bad,punjabi
aaj rice sira si.,5,good,punjabi
salad chii hai.,1,bad,hindi
upma was absolutely awful.,2,bad,english
aaj methi paratha swaad ni si.,1,bad,punjabi
baingan bharta matram baga chesaru.,4,good,telugu
dinner is wonderful.,4,good,english
aloo gobi sahi hai hai.,5,good,hindi
such a amazing bhatura.,5,good,english
baingan bharta tumba worst agide.,1,bad,kannada
lunch kha ke mood kharab.,2,bad,hindi
dessert ekdum gazab hai.,5,good,hindi
aaj ka paneer ek number tha.,5,good,hindi
chicken nodoke keka.,4,good,kannada
egg curry ekdum bakwas hai.,2,bad,hindi
sabzi nodoke kettadagide.,1,bad,kannada
sabzi kha ke mood kharab.,1,bad,hindi
aloo gobi kha ke bakwaas feel hoya.,3,bad,punjabi
palak paneer changa lagya.,4,good,punjabi
rice kirrak.,5,good,telugu
dal makhani tumba chennagilla.,2,bad,kannada
bhojanam is osm.,5,good,english
paratha ekdum badiya hai.,5,good,hindi
vada jama bekar hai.,1,bad,punjabi
curd waste hai.,1,bad,hindi
soup chala excellent ga undi.,5,good,telugu
eeroju mixed veg baga chesaru.,4,good,telugu
dosa is perfect.,5,good,english
really terrible lunch.,2,bad,english
Such a bad dinner.,3,bad,english
ivattu pickle super agide.,5,good,kannada
chutney kha ke mazza aa gaya feel hoya.,4,good,punjabi
da roti ws osm.,5,good,english
Ivattu palak paneer bekar.,3,bad,kannada
lunch bahut mast hai.,5,good,hindi
roti pura sira hai.,4,good,punjabi
The lunch was fantastic.,5,good,english
khichdi full sakath.,5,good,kannada
chutney ekdum awesome hai.,4,good,hindi
bhojanam kha ke khatam feel hoya.,1,bad,punjabi
aaj ka chole mast tha.,5,good,hindi
dal tinte ruchi ledu anipinchindi.,2,bad,telugu
khana is superb.,5,good,english
bhatura pura swaad hai.,5,good,punjabi
aaj ka naan bakwas tha.,1,bad,hindi
dal kha ke mood kharab.,1,bad,hindi
Ivattu sambar bekar.,2,bad,kannada
the dessert was wonderful.,5,good,english
upma bahut not good hai.,1,bad,hindi
dessert chetta.,1,bad,telugu
I had a nice paratha.,5,good,english
paneer bahut sahi hai hai.,4,good,hindi
atmosphere was absolutely worst.,1,bad,english
butter chicken waste hai.,1,bad,hindi
really osm fish curry.,5,good,english
curry tumba tumba chennagide.,4,good,kannada
dal makhani chala bagundi.,5,good,telugu
ivattu fish curry tumba chennagide.,4,good,kannada
biryani gazab hai.,5,good,hindi
butter chicken swaad ni hai.,1,bad,punjabi
kadai chicken ganda hai.,1,bad,punjabi
roti att hai.,5,good,punjabi
mushroom masala full tumba chennagide.,5,good,kannada
aaj sambar vadiya si.,4,good,punjabi
mess was absolutely fantastic.,5,good,english
sabzi nodoke waste.,1,bad,kannada
sambar ekdum khatam hai.,1,bad,hindi
naan chala daridram.,1,bad,telugu
dal makhani kha ke mood kharab.,2,bad,hindi
The place tasted bland.,2,bad,english
dosa worst agide.,2,bad,kannada
aaj dessert fuddu si.,2,bad,punjabi
dal matram ruchi ga undi.,5,good,telugu
puri was absolutely fantastic.,5,good,english
aaj bhatura bakwaas si.,1,bad,punjabi
such a nice mixed veg.,5,good,english
kadai chicken kha ke maza aa gaya.,5,good,hindi
aaj ka biryani chii tha.,2,bad,hindi
dessert asalu chandalanga undi.,1,bad,telugu
roti baga chesaru.,4,good,telugu
Such a gross meal.,2,bad,english
aaj egg curry swaad ni si.,1,bad,punjabi
naan kha ke maza aa gaya.,5,good,hindi
the vada tasted awful.,3,bad,english
upma bahut jhakaas hai.,5,good,hindi
The methi paratha was great.,5,good,english
puri bekar hai.,1,bad,hindi
salad was absolutely brilliant.,5,good,english
dal full bekar.,1,bad,kannada
Eeroju bhojanam chala bagundi.,5,good,telugu
mixed veg tumba chennagide.,5,good,kannada
pulao vadiya hai.,4,good,punjabi
salad bahut kharaab hai.,1,bad,hindi
upma chandalanga undi.,1,bad,telugu
The raita was disgusting.,2,bad,english
naan nodoke mast agide.,5,good,kannada
sambar chala kirrak.,5,good,telugu
chapati ruchi ga undi.,4,good,telugu
chapati matram ruchi ga undi.,5,good,telugu
chicken nodoke chennagilla.,1,bad,kannada
sambar full thu.,1,bad,kannada
such a pathetic kadai chicken.,1,bad,english
sabzi chennagilla.,2,bad,kannada
really gross upma.,1,bad,english
palak paneer keka.,5,good,kannada
kadai chicken chala adhurs.,5,good,telugu
Eeroju chutney worst ga undi.,1,bad,telugu
rice kha ke maza aa gaya.,5,good,hindi
bhatura not good hai.,1,bad,hindi
paratha iz terrible.,2,bad,english
aaj baingan bharta bekar si.,3,bad,punjabi
uttapam bombat.,4,good,kannada
dosa daridram.,1,bad,telugu
paratha tumba worst agide.,1,bad,kannada
paneer is superb.,5,good,english
da khana was good.,5,good,english
food khatam hai.,1,bad,punjabi
such a excellent upma.,5,good,english
upma ekdum gazab hai.,4,good,hindi
aaj mushroom masala ghaint si.,4,good,punjabi
idli tumba ruchi illa.,2,bad,kannada
ivattu rice waste.,1,bad,kannada
kadai chicken fuddu lagya.,2,bad,punjabi
fish curry jama bekaar hai.,1,bad,punjabi
aaj bhojanam mazza aa gaya si.,4,good,punjabi
food kha ke maza aa gaya.,4,good,hindi
methi paratha ganda lagya.,1,bad,punjabi
paneer full bombat.,4,good,kannada
aaj ka dessert bekaar tha.,2,bad,hindi
really unpleasant dosa.,3,bad,english
Such a perfect paratha.,4,good,english
sambar nodoke waste.,1,bad,kannada
paratha is brilliant.,4,good,english
ivattu food bekar.,1,bad,kannada
biryani chala chandalanga undi.,1,bad,telugu
ivattu butter chicken worst agide.,2,bad,kannada
really wonderful pickle.,4,good,english
bhojanam full mast agide.,5,good,kannada
The kadai chicken tasted osm.,5,good,english
biryani asalu ruchi ledu.,1,bad,telugu
aaj puri bahut vadiya si.,5,good,punjabi
butter chicken tumba worst agide.,1,bad,kannada
Ivattu chapati sakath.,5,good,kannada
da egg curry was worst.,1,bad,english
breakfast chala bagundi.,5,good,telugu
puri bekaar hai.,1,bad,punjabi
dosa kha ke fuddu feel hoya.,1,bad,punjabi
aaj ka chicken awesome tha.,5,good,hindi
food tinte chala baledu anipinchindi.,2,bad,telugu
da sambar tasted wonderful.,5,good,english
sambar is bland.,1,bad,english
lunch kha ke maza aa gaya.,5,good,hindi
The dessert tasted delicious.,5,good,english
aaj food ghaint si.,5,good,punjabi
aaj ka mixed veg ek number tha.,5,good,hindi
paratha tumba thu.,2,bad,kannada
roti bahut jhakaas hai.,5,good,hindi
aaj khana swaad si.,4,good,punjabi
pulao kha ke mood kharab.,1,bad,hindi
such a bad palak paneer.,2,bad,english
chole bahut bakwas hai.,3,bad,hindi
chicken chala bagundi.,5,good,telugu
mushroom masala chii hai.,2,bad,hindi
chutney tumba mast agide.,4,good,kannada
Really superb meal.,5,good,english
eeroju bhojanam baledu.,1,bad,telugu
dal asalu asalu baledu.,1,bad,telugu
puri kha ke bakwaas feel hoya.,2,bad,punjabi
khichdi kha ke mood kharab.,1,bad,hindi
curd bahut ek number hai.,4,good,hindi
I had a nice staff.,5,good,english
baingan bharta bahut zabardast hai.,5,good,hindi
i had a great baingan bharta.,5,good,english
eeroju chapati adhurs.,4,good,telugu
chapati full tumba chennagide.,5,good,kannada
egg curry bahut bekar hai.,3,bad,hindi
dosa bahut gazab hai.,5,good,hindi
poha ekdum bakwas hai.,1,bad,hindi
aaj ka paneer jhakaas tha.,5,good,hindi
dessert nodoke sakath.,5,good,kannada
meal tumba bekar.,3,bad,kannada
"Loved the aloo gobi, it was nice.",5,good,english
aaj ka food gazab tha.,5,good,hindi
raita is horrible.,3,bad,english
khichdi ekdum sahi hai hai.,4,good,hindi
aaj ka upma ek number tha.,5,good,hindi
aaj ka mixed veg badiya tha.,5,good,hindi
aaj uttapam mazza aa gaya si.,5,good,punjabi
meal badhiya hai.,4,good,hindi
aaj ka khana waste tha.,1,bad,hindi
pulao swaad ni lagya.,2,bad,punjabi
sambar tumba thu.,1,bad,kannada
chutney bahut bekaar hai.,1,bad,hindi
Ivattu mushroom masala super agide.,5,good,kannada
ivattu raita keka.,5,good,kannada
food bahut awesome hai.,5,good,hindi
aloo gobi chennagilla.,1,bad,kannada
I had a poor aloo gobi.,1,bad,english
aaj palak paneer khatam si.,3,bad,punjabi
lunch tumba chennagide.,5,good,kannada
curry ghaint hai.,5,good,punjabi
fish curry pura changa hai.,5,good,punjabi
chicken chala chandalanga undi.,1,bad,telugu
puri kirrak.,4,good,telugu
the soup was great.,5,good,english
naan nodoke keka.,5,good,kannada
aaj ka sambar not good tha.,2,bad,hindi
"loved the naan, it ws excellent.",4,good,english
dal makhani bahut awesome hai.,5,good,hindi
"Hated the roti, it ws bad.",1,bad,english
mushroom masala kha ke maada feel hoya.,1,bad,punjabi
dal makhani pura mazza aa gaya hai.,5,good,punjabi
roti matram adhurs.,5,good,telugu
food matram keka.,5,good,telugu
eeroju breakfast asalu baledu.,2,bad,telugu
uttapam full bombat.,4,good,kannada
really bland oota.,1,bad,english
puri chala ruchi ledu.,2,bad,telugu
vada nodoke bekar.,1,bad,kannada
"Hated the fish curry, it was unpleasant.",1,bad,english
chole nodoke waste.,3,bad,kannada
khichdi kha ke ganda feel hoya.,2,bad,punjabi
salad nodoke waste.,1,bad,kannada
dosa jama bekaar hai.,1,bad,punjabi
paneer kharaab hai.,3,bad,hindi
kadai chicken chala worst ga undi.,2,bad,telugu
"Hated the quality, it was tasteless.",2,bad,english
"loved the lunch, it ws great.",5,good,english
mushroom masala bakwaas lagya.,1,bad,punjabi
upma nodoke ruchi agide.,5,good,kannada
aaj biryani att si.,5,good,punjabi
mixed veg baledu.,1,bad,telugu
oota asalu asalu baledu.,1,bad,telugu
poha worst ga undi.,1,bad,telugu
paratha keka.,5,good,telugu
pickle kha ke maza aa gaya.,5,good,hindi
lunch kha ke swaad feel hoya.,5,good,punjabi
Really horrible curry.,1,bad,english
really disgusting dinner.,1,bad,english
dinner kha ke mood kharab.,3,bad,hindi
khana chala super.,5,good,telugu
Eeroju chapati kirrak.,4,good,telugu
dinner kha ke mood kharab.,1,bad,hindi
chapati bahut awesome hai.,5,good,hindi
uttapam tumba sakath.,5,good,kannada
butter chicken full bekar.,1,bad,kannada
biryani tumba kettadagide.,1,bad,kannada
bhojanam tinte adhurs anipinchindi.,5,good,telugu
eeroju chicken bagundi.,4,good,telugu
lunch tumba super agide.,4,good,kannada
dal makhani ekdum chii hai.,1,bad,hindi
egg curry full bombat.,4,good,kannada
naan pura vadiya hai.,5,good,punjabi
poha ekdum khatam hai.,2,bad,hindi
food chala baga chesaru.,4,good,telugu
butter chicken maada hai.,1,bad,punjabi
biryani baga chesaru.,5,good,telugu
raita kha ke bekaar feel hoya.,2,bad,punjabi
aaj ka mixed veg badhiya tha.,5,good,hindi
soup changa lagya.,5,good,punjabi
bhojanam bahut kharaab hai.,1,bad,hindi
sabzi excellent ga undi.,5,good,telugu
methi paratha ekdum jhakaas hai.,5,good,hindi
butter chicken mazza aa gaya hai.,5,good,punjabi
chole swaad hai.,5,good,punjabi
aaj ka bhojanam swadisht tha.,5,good,hindi
really delicious baingan bharta.,4,good,english
aaj raita mazza aa gaya si.,4,good,punjabi
paneer bombat.,5,good,kannada
roti iz outstanding.,5,good,english
roti bakwaas hai.,1,bad,punjabi
raita kha ke changa feel hoya.,5,good,punjabi
aaj soup ganda si.,1,bad,punjabi
sambar tumba chennagide.,5,good,kannada
Such a pathetic oota.,1,bad,english
chicken not gud hai.,1,bad,hindi
uttapam kha ke bahut vadiya feel hoya.,4,good,punjabi
the paneer tasted awful.,2,bad,english
fish curry tumba waste.,1,bad,kannada
vada baga chesaru.,4,good,telugu
paratha nodoke chennagide.,5,good,kannada
eeroju dal makhani excellent ga undi.,5,good,telugu
dal makhani nodoke ruchi illa.,2,bad,kannada
ivattu rajma chennagide.,4,good,kannada
uttapam nodoke sakath.,4,good,kannada
khana ekdum waste hai.,2,bad,hindi
roti ekdum badiya hai.,4,good,hindi
chapati nodoke sari illa.,3,bad,kannada
idli bahut ek number hai.,5,good,hindi
paneer tinte waste anipinchindi.,1,bad,telugu
chicken baledu.,1,bad,telugu
sabzi excellent ga undi.,4,good,telugu
baingan bharta full bekar.,2,bad,kannada
rice zabardast hai.,5,good,hindi
sabzi tumba keka.,5,good,kannada
lunch chala excellent ga undi.,5,good,telugu
baingan bharta bahut vadiya lagya.,4,good,punjabi
baingan bharta full chennagide.,5,good,kannada
da mixed veg ws unpleasant.,2,bad,english
raita kha ke ganda feel hoya.,1,bad,punjabi
aaj chutney bahut vadiya si.,5,good,punjabi
chapati full waste.,1,bad,kannada
methi paratha kirrak.,5,good,telugu
dal makhani chandalanga undi.,1,bad,telugu
"hated the salad, it ws disgusting.",1,bad,english
uttapam mood kharab hai.,3,bad,hindi
Eeroju khana chala baledu.,2,bad,telugu
aaj ka paneer waste tha.,3,bad,hindi
aaj ka egg curry bakwas tha.,1,bad,hindi
eeroju dessert baga chesaru.,5,good,telugu
Such a terrible rajma.,1,bad,english
oota was absolutely superb.,5,good,english
poha full kettadagide.,1,bad,kannada
pickle tumba sakath.,4,good,kannada
ivattu dosa keka.,5,good,kannada
da dosa tasted good.,5,good,english
food mast agide.,5,good,kannada
breakfast bahut swadisht hai.,5,good,hindi
khichdi tinte bagundi anipinchindi.,5,good,telugu
Really unpleasant lunch.,2,bad,english
biryani tinte bagundi anipinchindi.,5,good,telugu
raita chala chala bagundi.,5,good,telugu
eeroju poha ruchi ledu.,3,bad,telugu
the oota tasted dreadful.,1,bad,english
chicken is op.,5,good,english
Eeroju baingan bharta chala bagundi.,5,good,telugu
oota ekdum badiya hai.,5,good,hindi
baingan bharta bekar hai.,2,bad,hindi
dinner chala waste.,2,bad,telugu
ivattu raita chennagilla.,1,bad,kannada
soup kha ke mood kharab.,1,bad,hindi
ivattu roti ruchi illa.,2,bad,kannada
food tumba thu.,2,bad,kannada
dessert tinte chala baledu anipinchindi.,1,bad,telugu
chole full kettadagide.,3,bad,kannada
aaj chicken bekaar si.,1,bad,punjabi
khana swadisht hai.,4,good,hindi
Eeroju khichdi waste.,3,bad,telugu
Ivattu roti keka.,5,good,kannada
dal makhani khatam hai.,2,bad,punjabi
aaj rajma maada si.,1,bad,punjabi
aaj idli ghaint si.,4,good,punjabi
ivattu raita chennagilla.,1,bad,kannada
aloo gobi kha ke maza aa gaya.,5,good,hindi
salad chala baledu.,1,bad,telugu
kadai chicken nodoke chennagide.,4,good,kannada
raita tumba kettadagide.,3,bad,kannada
aaj pickle vadiya si.,5,good,punjabi
aaj ka food awesome tha.,5,good,hindi
paneer ekdum waste hai.,1,bad,hindi
rajma was absolutely unpleasant.,2,bad,english
aaj pulao maada si.,2,bad,punjabi
uttapam kha ke sira feel hoya.,4,good,punjabi
aaj sambar swaad ni si.,3,bad,punjabi
methi paratha bahut badiya hai.,5,good,hindi
The mess was wonderful.,4,good,english
kadai chicken was absolutely perfect.,5,good,english
Really outstanding fish curry.,5,good,english
The mixed veg tasted amazing.,5,good,english
egg curry was absolutely nice.,5,good,english
da naan tasted gross.,1,bad,english
bhojanam ekdum badiya hai.,4,good,hindi
i had a lovely salad.,5,good,english
chole ekdum mood kharab hai.,1,bad,hindi
dal chala super.,5,good,telugu
naan kha ke mood kharab.,1,bad,hindi
fish curry tinte chala bagundi anipinchindi.,5,good,telugu
oota nodoke bombat.,4,good,kannada
such a poor biryani.,1,bad,english
paratha asalu waste.,1,bad,telugu
eeroju dosa asalu baledu.,1,bad,telugu
Ivattu rajma ruchi agide.,5,good,kannada
chutney sira hai.,4,good,punjabi
khichdi jama fuddu hai.,1,bad,punjabi
The service tasted op.,5,good,english
aaj ka rajma chii tha.,2,bad,hindi
pulao pura ghaint hai.,4,good,punjabi
upma kha ke maza aa gaya.,5,good,hindi
aaj mushroom masala khatam si.,1,bad,punjabi
upma tinte chandalanga undi anipinchindi.,1,bad,telugu
breakfast bahut bekar hai.,1,bad,hindi
dal bahut ek number hai.,5,good,hindi
fish curry bahut bekaar hai.,1,bad,hindi
dal chala adhurs.,5,good,telugu
bhatura ekdum mast hai.,5,good,hindi
the experience tasted op.,5,good,english
fish curry sira hai.,5,good,punjabi
upma chala ruchi ga undi.,4,good,telugu
chapati full sakath.,5,good,kannada
eeroju naan excellent ga undi.,5,good,telugu
rajma jama bekaar hai.,1,bad,punjabi
kadai chicken pura ghaint hai.,4,good,punjabi
da quality tasted worst.,3,bad,english
really worst dinner.,1,bad,english
dal bahut bakwas hai.,1,bad,hindi
kadai chicken tumba tumba chennagide.,4,good,kannada
"Loved the idli, it was perfect.",4,good,english
methi paratha tinte chala bagundi anipinchindi.,5,good,telugu
soup waste.,1,bad,telugu
soup chii hai.,1,bad,hindi
vada tinte asalu baledu anipinchindi.,1,bad,telugu
dal ekdum chii hai.,1,bad,hindi
the bhojanam was gross.,1,bad,english
baingan bharta kha ke maza aa gaya.,4,good,hindi
aaj meal ghaint si.,5,good,punjabi
naan kha ke mood kharab.,1,bad,hindi
paratha ekdum zabardast hai.,5,good,hindi
mixed veg bahut sahi h hai.,5,good,hindi
uttapam kha ke mood kharab.,2,bad,hindi
such a wonderful bhatura.,5,good,english
meal chala keka.,5,good,telugu
khichdi chala adhurs.,4,good,telugu
khana sira hai.,5,good,punjabi
egg curry ekdum waste hai.,3,bad,hindi
I had a delicious sambar.,5,good,english
dal bagundi.,5,good,telugu
vada asalu daridram.,1,bad,telugu
pickle tinte baga chesaru anipinchindi.,5,good,telugu
paratha bakwas hai.,1,bad,hindi
mixed veg att hai.,5,good,punjabi
dal makhani matram chala bagundi.,4,good,telugu
pickle maada hai.,2,bad,punjabi
really pathetic upma.,1,bad,english
aaj ka rice badhiya tha.,4,good,hindi
butter chicken tumba chennagide.,5,good,kannada
vada tinte excellent ga undi anipinchindi.,5,good,telugu
eeroju curd asalu baledu.,1,bad,telugu
puri mood kharab hai.,1,bad,hindi
dal makhani kha ke mood kharab.,2,bad,hindi
butter chicken chala baledu.,2,bad,telugu
"hated da rajma, it ws pathetic.",2,bad,english
palak paneer is brilliant.,5,good,english
paratha bahut mast hai.,5,good,hindi
Ivattu upma chennagide.,5,good,kannada
Eeroju lunch super.,5,good,telugu
lunch kha ke bekar feel hoya.,2,bad,punjabi
aaj vada ganda si.,1,bad,punjabi
sambar is bland.,1,bad,english
